"","PUMA","PWGTP","CIT","CITWP","COW","ENG","FER","HIMRKS","HINS1","HINS2","HINS3","HINS4","JWMNP","JWRIP","JWTRNS","LANX","MAR","MARHT","MARHYP","MIG","NWAB","NWLA","NWLK","SCH","SCHG","SCHL","SEX","WAGP","WKHP","WRK","YOEP","ANC","ANC1P","ANC2P","DECADE","DRIVESP","ESR","INDP","JWDP","LANP","MIGPUMA","MSP","NATIVITY","OCCP","PAOC","PERNP","PINCP","POBP","POVPIP","POWPUMA","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACASN","RACBLK","RACNUM","RACSOR","RACWHT","SCIENGP","SCIENGRLP","WAOB","Class"
"3239","403",182,"1","0","1","0","0","0","1","2","2","2",45,1,"1","2","5","0","0","1","3","3","3","1","0","16","1",9600,50,"1","0","4","999","999","0","1","1","4771","22","9999","0","6","1","1021","0",9600,9600,"25","2","600","1","2","3","1","1000","1","0","0","1","0","1","0","0","1",0
"3240","804",33,"1","0","1","0","2","0","1","2","2","2",0,0,"11","2","5","0","0","3","3","3","3","1","0","22","2",90000,40,"0","0","4","999","999","0","0","1","7071","0","9999","3","6","1","4920","4",90000,90000,"34","2","800","1","2","3","1","1000","1","0","0","1","0","1","1","2","1",0
"3242","502",167,"1","0","1","1","0","0","2","2","2","1",0,0,"0","1","5","0","0","1","2","2","2","2","14","14","1",7000,15,"2","0","1","222","999","0","0","6","4971","0","1200","0","6","1","9645","0",7000,7000,"25","1","0","2","1","3","8","8000","15","0","0","1","1","0","0","0","1",0
"3243","905",147,"4","2","6","1","0","0","1","2","2","2",5,1,"1","1","1","1","2","3","3","3","3","1","0","20","1",3000,40,"0","3","4","999","999","6","1","1","1190","66","1055","3","1","2","4700","0",6000,6000,"332","1","600","1","2","4","2","3000","2","0","1","1","0","0","0","0","3",0
"3244","613",54,"3","0","0","0","0","0","2","2","1","2",0,0,"0","2","1","2","2","1","2","2","2","1","0","22","2",0,0,"2","3","1","51","999","2","0","6","9920","0","9999","0","1","1","9920","4",0,17900,"120","1","0","1","1","1","1","1000","1","0","0","1","0","1","2","2","5",0
"3245","1002",47,"1","0","1","0","2","0","1","2","2","2",5,2,"1","2","5","0","0","1","3","3","3","1","0","21","2",40000,40,"1","0","2","26","22","0","2","1","7480","109","9999","0","6","1","3424","4",40000,40000,"25","1","1000","1","2","1","1","1000","1","0","0","1","0","1","2","2","1",0
"3246","611",84,"1","0","2","0","2","0","2","2","2","1",25,0,"10","2","5","0","0","1","3","3","3","3","15","21","2",38400,30,"0","0","4","999","999","0","0","1","7870","55","9999","0","6","1","5740","4",38400,38400,"25","1","600","2","1","2","8","8000","15","0","0","1","1","0","1","2","1",0
"3247","802",102,"5","0","6","1","2","2","2","1","2","2",0,0,"11","1","5","0","0","1","3","3","3","1","0","23","2",120,5,"1","3","1","416","999","7","0","1","5491","0","1290","0","6","2","4760","4",2120,2120,"212","1","800","1","2","4","1","1000","1","0","0","1","0","1","1","2","4",0
"3248","706",122,"1","0","0","0","0","2","2","1","1","2",0,0,"0","2","1","2","2","1","2","2","2","1","0","21","1",0,0,"2","0","2","22","87","0","0","6","9920","0","9999","0","1","1","9920","0",0,56100,"25","2","0","1","1","3","1","1000","1","0","0","1","0","1","2","2","1",0
"3249","608",44,"1","0","1","0","0","2","1","1","2","2",0,0,"11","2","5","0","0","1","3","3","3","1","0","16","1",14000,20,"0","0","4","999","999","0","0","1","5276","0","9999","0","6","1","4760","0",14000,14000,"55","2","600","1","2","2","1","1000","1","0","0","1","0","1","0","0","1",0
"3250","1102",59,"1","0","2","0","0","0","1","2","2","2",0,0,"11","2","1","1","2","1","3","3","3","1","0","21","1",130000,50,"1","0","3","996","999","0","0","1","6992","0","9999","0","1","1","860","0",130000,130000,"54","2","1100","1","2","3","1","1000","1","0","0","1","0","1","2","2","1",0
"3251","1104",35,"1","0","0","0","0","0","1","2","2","2",0,0,"0","2","1","1","2","1","3","3","3","1","0","13","1",0,0,"0","0","4","999","999","0","0","6","9920","0","9999","0","2","1","9920","0",0,0,"25","2","0","1","2","1","8","8000","15","0","0","1","1","0","0","0","1",0
"3256","609",77,"1","0","0","0","0","0","1","2","2","2",0,0,"0","2","1","3","2","1","2","2","2","1","0","22","2",0,0,"2","0","2","998","190","0","0","6","9920","0","9999","0","1","1","9920","4",0,48000,"25","2","0","1","2","1","1","1000","1","0","0","1","0","1","2","2","1",0
"3259","905",93,"4","2","1","1","0","0","1","2","2","2",0,0,"11","1","1","1","2","1","3","3","3","1","0","18","1",150000,45,"1","3","1","142","999","5","0","1","6890","0","1270","0","1","2","5000","0",150000,150000,"128","2","900","1","2","4","1","1000","1","0","0","1","0","1","0","0","5",0
"3260","610",127,"4","2","1","4","0","0","1","2","2","2",25,1,"1","1","1","1","2","1","3","3","3","1","0","16","1",50000,40,"1","3","4","999","999","8","1","1","3960","43","1200","0","1","2","8760","0",50000,52000,"362","1","500","1","2","3","9","9000","29","0","0","2","1","1","0","0","3",0
"3261","804",37,"1","0","1","1","0","0","1","2","2","2",15,0,"9","1","5","0","0","3","3","3","3","1","0","16","1",11700,35,"0","0","4","999","999","0","0","1","8680","55","1200","3","6","1","4140","0",11700,11700,"25","1","800","1","2","4","1","1000","1","0","0","1","0","1","0","0","1",0
"3263","612",110,"1","0","2","0","0","0","1","2","2","2",18,1,"1","2","2","1","2","1","3","3","3","1","0","22","2",70000,48,"1","0","2","46","939","0","1","1","7860","40","9999","0","3","1","2435","4",70000,68900,"17","1","600","1","2","4","1","1000","1","0","0","1","0","1","2","2","1",0
"3264","805",51,"1","0","3","0","0","0","1","2","1","2",15,0,"2","2","1","1","2","1","2","2","2","1","0","22","1",18000,35,"1","0","1","50","999","0","0","1","7860","67","9999","0","1","1","2310","0",18000,89900,"25","2","800","1","1","1","1","1000","1","0","0","1","0","1","2","2","1",0
"3265","704",79,"1","0","1","0","0","0","1","2","2","2",5,1,"1","2","5","0","0","1","3","3","3","1","0","16","1",35000,40,"1","0","2","22","935","0","1","1","8680","109","9999","0","6","1","4010","0",35000,35000,"25","1","700","1","2","4","1","1000","1","0","0","1","0","1","0","0","1",0
"3267","1004",80,"4","2","0","0","0","0","2","2","1","2",0,0,"0","2","3","1","2","1","3","3","3","1","0","22","2",0,0,"0","3","4","999","999","4","0","6","9920","0","9999","0","4","2","9920","4",0,80600,"408","2","0","2","1","1","1","1000","1","0","0","1","0","1","2","2","6",0
"3268","704",61,"1","0","1","0","0","0","1","2","2","2",10,1,"1","2","4","2","2","1","3","3","3","1","0","16","1",31200,30,"1","0","1","51","999","0","1","1","8590","14","9999","0","5","1","4720","0",31200,31200,"25","1","700","1","2","2","1","1000","1","0","0","1","0","1","0","0","1",0
"3269","606",88,"4","2","1","2","0","0","1","2","2","2",10,1,"1","1","1","1","2","3","3","3","3","1","0","19","1",50000,40,"1","3","1","210","999","6","1","1","7870","37","1200","3","1","2","4220","0",50000,54000,"303","1","900","1","2","1","9","9000","29","0","0","2","1","1","0","0","3",0
"3270","601",17,"1","0","0","0","0","0","2","2","2","1",0,0,"0","2","2","2","2","1","3","3","3","1","0","21","2",0,0,"0","0","4","999","999","0","0","6","9920","0","9999","0","3","1","9920","0",0,12000,"36","0","0","2","1","3","1","1000","1","0","0","1","0","1","1","2","1",1
"3271","1101",108,"1","0","1","0","0","2","2","1","2","1",10,1,"1","2","1","1","2","1","3","3","3","1","0","16","1",54000,45,"1","0","2","935","903","0","1","1","8090","25","9999","0","1","1","4020","0",54000,54000,"25","2","1100","1","1","3","2","3000","2","0","1","1","0","0","0","0","1",0
"3272","801",98,"1","0","4","0","0","0","1","2","2","2",0,0,"11","2","5","0","0","1","3","3","3","3","15","19","1",5000,10,"0","0","4","999","999","0","0","1","7870","0","9999","0","6","1","2006","0",5000,5000,"12","0","800","1","2","4","1","1000","1","0","0","1","0","1","0","0","1",0
"3274","701",117,"4","2","0","0","0","0","2","2","1","2",0,0,"0","2","3","2","2","1","2","2","2","1","0","9","1",0,0,"2","3","1","308","999","4","0","6","9920","0","9999","0","4","2","9920","0",0,12000,"333","1","0","2","1","2","2","3000","2","0","1","1","0","0","0","0","3",1
"3275","802",59,"1","0","1","0","2","2","2","1","2","2",5,0,"10","2","5","0","0","3","2","2","2","3","15","20","2",4000,20,"1","0","2","215","32","0","0","1","8680","97","9999","3","6","1","310","0",4000,4000,"6","0","800","1","2","3","9","9000","17","0","0","2","0","1","0","0","1",0
"3276","502",58,"1","0","1","0","2","0","1","2","2","2",20,1,"1","2","1","1","2","1","3","3","2","1","0","16","2",30000,25,"1","0","2","51","26","0","1","1","8680","82","9999","0","1","1","4110","2",30000,30000,"25","1","500","1","2","1","1","1000","1","0","0","1","0","1","0","0","1",0
"3277","805",53,"4","2","0","1","0","0","1","2","2","2",0,0,"0","1","1","1","2","3","2","2","2","1","0","18","2",0,0,"2","3","1","291","999","5","0","6","9920","0","1200","3","1","2","9920","4",0,0,"363","2","0","1","2","4","9","9000","29","0","0","2","1","1","0","0","3",0
"3278","503",50,"1","0","7","0","0","0","1","2","2","1",10,1,"1","2","1","1","2","1","3","3","3","1","0","21","1",50000,40,"1","0","1","94","999","0","1","1","770","43","9999","0","1","1","6230","0",70000,70000,"50","1","500","1","1","2","1","1000","1","0","0","1","0","1","2","2","1",0
"3279","301",34,"1","0","2","0","2","0","1","2","2","2",8,0,"10","2","5","0","0","3","3","3","3","2","15","18","2",2500,99,"1","0","2","190","148","0","0","1","9170","128","9999","3","6","1","4622","0",2500,2500,"24","0","290","1","2","2","1","1000","1","0","0","1","0","1","0","0","1",0
"3280","201",73,"1","0","0","0","0","0","2","2","2","1",0,0,"0","2","5","0","0","3","2","2","2","2","13","14","1",0,0,"2","0","1","935","999","0","0","6","9920","0","9999","3","6","1","9920","0",0,0,"25","1","0","2","1","2","1","1000","1","0","0","1","0","1","0","0","1",0
"3282","608",57,"1","0","1","0","2","0","1","2","2","2",30,1,"1","2","1","1","2","1","2","2","2","1","0","21","2",47000,24,"1","0","1","84","999","0","1","1","7380","61","9999","0","1","1","1031","1",47000,49800,"25","2","700","1","2","2","1","1000","1","0","0","1","0","1","2","2","1",0
"3283","905",40,"1","0","6","1","0","2","2","1","2","2",0,0,"11","1","1","1","2","1","3","3","3","1","0","16","1",50000,40,"1","0","1","223","999","0","0","1","6190","0","1200","0","1","1","9142","0",60000,60000,"11","1","900","1","2","3","8","8000","15","0","0","1","1","0","0","0","1",0
"3284","503",31,"1","0","0","0","0","0","2","2","1","2",0,0,"0","2","1","1","2","3","2","2","2","1","0","19","2",0,0,"2","0","3","996","999","0","0","6","9920","0","9999","3","2","1","9920","0",0,5400,"25","1","0","2","1","1","1","1000","1","0","0","1","0","1","0","0","1",1
"3285","1004",54,"1","0","3","0","0","2","1","1","1","1",0,0,"0","2","1","3","2","1","2","2","2","1","0","17","1",0,0,"2","0","2","26","22","0","0","6","9390","0","9999","0","1","1","8140","0",0,66400,"25","2","0","1","1","1","1","1000","1","0","0","1","0","1","0","0","1",0
"3287","806",95,"3","0","3","1","0","0","2","2","2","1",5,1,"1","1","4","1","2","1","3","3","3","1","0","18","2",31300,40,"1","3","1","210","999","5","1","1","7860","48","1200","0","5","1","2825","2",31300,33600,"303","1","800","2","1","4","8","8000","15","0","0","1","1","0","0","0","3",0
"3288","601",55,"1","0","1","0","0","0","1","2","2","2",30,2,"1","2","5","0","0","1","3","3","3","1","0","16","1",56000,40,"1","0","2","51","129","0","2","1","770","31","9999","0","6","1","6230","0",56000,56000,"25","2","600","1","2","2","1","1000","1","0","0","1","0","1","0","0","1",0
"3289","505",53,"1","0","0","0","0","0","1","2","1","1",0,0,"0","2","1","1","2","1","2","2","2","1","0","19","2",0,0,"2","0","4","999","999","0","0","6","9920","0","9999","0","1","1","9920","4",0,30000,"25","1","0","1","1","1","1","1000","1","0","0","1","0","1","0","0","1",0
"3290","301",37,"1","0","0","2","0","2","2","1","2","2",0,0,"0","1","5","0","0","3","2","2","2","2","16","21","1",0,0,"2","0","1","706","999","0","0","6","9920","0","1970","3","6","1","9920","0",0,100,"25","1","0","1","2","4","6","4000","5","1","0","1","0","0","1","2","1",0
"3291","802",54,"4","2","6","1","0","2","2","1","2","2",0,0,"11","1","3","1","2","1","3","3","3","1","0","22","1",0,5,"1","3","1","615","999","6","0","1","7390","0","1420","0","4","2","710","0",30000,130000,"210","2","800","1","2","1","6","4015","4","1","0","1","0","0","1","2","4",0
"3292","905",67,"1","0","6","0","0","2","1","1","2","2",30,1,"1","2","1","1","2","1","2","2","2","1","0","21","1",0,20,"1","0","2","148","142","0","1","1","6992","16","9999","0","1","1","540","0",6600,6600,"25","1","900","1","2","2","2","3000","2","0","1","1","0","0","2","2","1",0
"3293","1001",98,"1","0","1","0","0","0","1","2","2","2",20,1,"1","2","5","0","0","1","3","3","3","1","0","19","1",56000,46,"1","0","1","26","999","0","1","1","2290","147","9999","0","6","1","1555","0",56000,56000,"25","1","1000","1","2","1","1","1000","1","0","0","1","0","1","0","0","1",0
"3294","805",159,"2","0","0","2","0","0","2","2","1","2",0,0,"0","1","4","1","2","1","2","2","2","1","0","16","1",0,0,"2","3","1","261","999","6","0","6","9920","0","1200","0","5","1","9920","0",0,10800,"72","2","0","2","1","2","8","8000","15","0","0","1","1","0","0","0","2",0
"3295","804",43,"5","0","2","1","2","2","2","1","2","2",0,0,"0","1","5","0","0","1","2","2","1","3","15","16","2",5300,40,"2","3","1","706","999","8","0","6","9170","0","2000","0","6","2","5860","4",5300,5600,"207","1","0","1","2","1","6","4000","5","1","0","1","0","0","0","0","4",0
"3296","503",66,"1","0","2","0","0","0","1","2","2","2",0,0,"11","2","1","1","2","1","3","3","3","1","0","24","1",80000,40,"1","0","1","939","999","0","0","1","7870","0","9999","0","1","1","2205","0",80000,80000,"25","1","500","1","2","1","1","1000","1","0","0","1","0","1","1","2","1",0
"3298","901",49,"1","0","0","0","2","0","1","2","2","2",0,0,"0","2","1","1","2","3","2","2","2","1","0","22","2",0,0,"2","0","1","924","999","0","0","6","9920","0","9999","3","1","1","9920","2",0,0,"9","2","0","1","2","1","1","1000","1","0","0","1","0","1","2","2","1",0
"3299","502",62,"1","0","0","0","2","0","1","2","2","2",0,0,"0","2","5","0","0","1","2","2","2","3","15","19","2",0,0,"2","0","1","50","999","0","0","6","9920","0","9999","0","6","1","9920","0",0,0,"34","0","0","1","2","1","1","1000","1","0","0","1","0","1","0","0","1",0
"3300","403",72,"1","0","1","0","0","0","1","2","2","2",15,1,"1","2","1","1","2","1","3","3","3","1","0","20","2",40000,28,"1","0","2","50","22","0","1","1","6992","67","9999","0","1","1","4810","4",40000,40000,"9","2","400","1","2","3","1","1000","1","0","0","1","0","1","0","0","1",0
"3302","609",137,"5","0","4","0","0","2","1","1","2","2",40,0,"3","2","5","0","0","3","3","3","3","1","0","24","1",66000,55,"1","3","1","740","999","8","0","1","8191","61","9999","3","6","2","1650","0",66000,66000,"215","1","800","1","2","3","6","4002","7","1","0","1","0","0","1","2","4",0
"3303","504",70,"4","2","0","1","0","0","1","2","1","2",0,0,"0","1","2","1","2","1","3","3","3","1","0","21","2",0,0,"0","3","4","999","999","4","0","6","9920","0","1960","0","3","2","9920","4",0,0,"207","2","0","1","1","2","6","4014","9","1","0","1","0","0","2","2","4",0
"3304","1002",59,"1","0","1","0","2","0","1","2","2","1",0,0,"0","2","5","0","0","1","2","2","2","1","0","19","2",4000,20,"2","0","2","50","22","0","0","6","9090","0","9999","0","6","1","4350","4",4000,4000,"25","2","0","1","1","1","1","1000","1","0","0","1","0","1","0","0","1",0
"3305","506",83,"1","0","1","1","0","0","1","2","2","2",10,1,"1","1","5","0","0","1","3","3","3","1","0","18","1",38000,40,"1","0","1","46","999","0","1","1","8970","61","1235","0","6","1","4500","0",38000,38000,"25","2","500","1","2","3","1","1000","1","0","0","1","0","1","0","0","1",0
"3306","1001",96,"1","0","1","0","0","0","1","2","2","2",60,0,"3","2","1","1","2","1","3","3","3","1","0","22","1",146000,35,"1","0","4","999","999","0","0","1","6890","43","9999","0","1","1","800","0",146000,146000,"25","2","800","1","2","2","1","1000","1","0","0","1","0","1","1","2","1",0
"3307","1102",37,"1","0","2","0","2","0","1","2","2","2",10,1,"1","2","1","2","2","1","3","3","3","1","0","5","2",70000,36,"0","0","2","50","210","0","1","1","8191","115","9999","0","2","1","3255","4",70000,70000,"25","2","1100","1","2","3","1","1000","1","0","0","1","0","1","0","0","1",0
"3308","100",25,"1","0","0","0","0","0","2","2","1","2",0,0,"0","2","2","1","2","1","3","3","3","1","0","21","1",0,0,"0","0","4","999","999","0","0","6","9920","0","9999","0","3","1","9920","0",0,60900,"25","1","0","2","1","4","1","1000","1","0","0","1","0","1","2","2","1",0
"3309","1301",124,"1","0","8","0","2","0","1","2","2","1",0,0,"0","2","5","0","0","1","2","2","2","1","0","12","2",0,0,"2","0","2","84","51","0","0","6","8660","0","9999","0","6","1","4600","2",0,11200,"25","1","0","1","1","2","1","1000","1","0","0","1","0","1","0","0","1",0
"3311","902",40,"1","0","1","0","0","0","1","2","2","2",30,0,"3","2","5","0","0","1","3","3","3","3","16","21","1",110000,40,"0","0","4","999","999","0","0","1","6992","58","9999","0","6","1","4710","0",110000,110000,"25","2","4100","1","2","2","1","1000","1","0","0","1","0","1","1","2","1",0
"3312","1004",90,"1","0","2","0","2","0","1","2","2","2",60,1,"1","2","5","0","0","1","3","3","3","1","0","21","2",75000,40,"1","0","1","50","999","0","1","1","7580","31","9999","0","6","1","3255","4",75000,75000,"25","1","1290","1","2","1","1","1000","1","0","0","1","0","1","2","1","1",0
"3314","703",58,"1","0","3","0","2","0","1","2","2","2",15,1,"1","2","1","2","2","1","3","3","3","1","0","21","2",75000,35,"1","0","2","50","26","0","1","1","9370","52","9999","0","1","1","5000","2",75000,75000,"25","2","700","1","2","2","1","1000","1","0","0","1","0","1","1","2","1",0
"3315","505",31,"5","0","1","2","2","2","2","1","2","2",0,0,"0","1","5","0","0","2","2","2","2","3","15","19","2",4800,32,"2","3","1","152","999","8","0","6","8590","0","1278","3","6","2","3960","0",4800,4800,"154","0","0","1","2","4","1","1000","1","0","0","1","0","1","0","0","5",0
"3316","503",47,"1","0","2","0","0","0","2","2","1","2",0,0,"0","2","3","1","2","1","2","2","2","1","0","21","2",900,10,"2","0","1","20","999","0","0","6","8290","0","9999","0","4","1","3255","4",900,29400,"25","1","0","2","1","1","1","1000","1","0","0","1","0","1","2","1","1",0
"3317","906",68,"4","2","1","3","0","0","1","2","2","2",50,1,"1","1","1","1","2","1","3","3","3","1","0","21","1",58000,48,"1","3","1","171","999","8","1","1","8170","43","1260","0","1","2","3602","0",58000,58000,"164","1","800","1","2","1","1","1000","1","0","0","1","0","1","2","2","5",0
"3318","612",52,"1","0","3","0","0","0","1","2","2","2",0,0,"11","2","1","1","2","1","3","3","3","1","0","22","1",105000,37,"1","0","1","190","999","0","0","1","9370","0","9999","0","1","1","440","0",105000,105000,"34","2","600","1","2","2","1","1000","1","0","0","1","0","1","1","2","1",0
"3320","604",95,"1","0","1","0","2","0","1","2","2","2",5,2,"1","2","1","1","2","1","3","3","3","1","0","22","2",1500,10,"1","0","4","999","999","0","2","1","5171","78","9999","0","1","1","4720","2",1500,25500,"25","2","600","1","2","1","1","1000","1","0","0","1","0","1","2","2","1",0
