"","RT","DIVISION","SPORDER","PUMA","REGION","STATE","ADJINC","PWGTP","CIT","COW","GCL","HIMRKS","HINS1","HINS2","HINS3","HINS4","HINS5","HINS6","HINS7","INTP","JWTRNS","LANX","MAR","MARHD","MARHM","MARHT","MARHW","MARHYP","MIG","MIL","NWAB","NWAV","NWLA","NWLK","NWRE","OIP","PAP","RETP","SCH","SCHL","SEMP","SEX","SSIP","SSP","WAGP","WKHP","WKWN","WRK","ANC","ANC1P","ANC2P","ESR","HICOV","HISP","INDP","MSP","NATIVITY","OC","OCCP","PERNP","PINCP","POBP","POVPIP","POWPUMA","POWSP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACAIAN","RACASN","RACBLK","RACNH","RACNUM","RACPI","RACSOR","RACWHT","RC","WAOB","Class"
"3365","P","1",2,"1101","1","25","1019518",108,"5","1","2","0","2","2","2","1","2","2","2","0","1","1","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","6","0","2","0","0",29000,35,"52","1","1","510","999","1","1","1","8290","6","2","0","8300",29000,29000,"408",406,"1100","25","2","1","4","2","3000","2","0","0","1","0","1","0","0","0","0","6","No"
"3366","P","1",3,"1104","1","25","1019518",95,"3","1","2","0","2","2","2","1","2","2","2","0","11","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","21","0","1","0","0",40000,40,"40","1","4","999","999","1","1","1","6890","6","1","0","850",40000,40000,"163",501,"1100","25","2","1","1","9","9000","29","0","0","0","0","2","0","1","1","0","5","No"
"3369","P","1",2,"1102","1","25","1019518",115,"3","1","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","1","2",2018,"1","4","3","5","3","3","3","0","0","0","1","16","0","2","0","0",30000,40,"52","1","4","999","999","1","1","1","5392","1","1","0","4720",30000,30000,"100",356,"1100","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","5","Yes"
"3370","P","1",1,"501","1","25","1019518",27,"1","1","2","2","2","1","1","2","2","2","2","21900","1","2","1","2","2","1","2",1984,"1","4","2","5","2","3","3","0","0","0","1","21","0","2","0","0",140000,40,"52","1","4","999","999","1","1","1","7290","1","1","0","1305",140000,161900,"25",501,"500","25","1","1","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3371","P","1",2,"613","1","25","1019518",91,"4","1","2","0","2","2","2","1","2","2","2","0","10","1","1","2","2","1","2",2002,"1","4","3","5","3","3","3","0","0","0","3","22","0","2","0","0",86000,45,"52","1","4","999","999","1","1","1","8770","1","2","0","5740",86000,86000,"217",501,"500","25","2","1","3","6","4000","5","0","1","0","0","1","0","0","0","0","4","No"
"3372","P","1",1,"804","1","25","1019518",112,"4","1","2","0","2","2","2","1","2","2","2","0","1","2","1","2","2","1","2",2010,"3","4","3","5","3","3","3","0","0","0","1","21","0","2","0","0",34000,36,"52","1","1","308","999","1","1","1","7680","1","2","0","3930",34000,34000,"333",258,"800","25","2","1","3","2","3000","2","0","0","1","0","1","0","0","0","0","3","No"
"3375","P","1",3,"802","1","25","1019518",137,"1","1","2","0","1","2","2","2","2","2","2","0","1","1","5","2","2","1","2",1994,"1","4","2","5","2","2","3","0","0","0","2","14","0","2","0","0",0,40,"52","2","4","999","999","6","1","5","5276","6","1","1","4720",0,0,"25",72,"600","25","1","2","2","8","8000","15","0","0","0","0","1","0","1","0","1","1","No"
"3378","P","1",2,"501","1","25","1019518",89,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","2","3","3","0","0","0","1","21","0","2","0","0",60000,40,"52","1","2","231","924","1","1","1","770","6","1","0","220",60000,60000,"25",387,"500","25","1","2","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3379","P","1",2,"905","1","25","1019518",46,"1","5","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","1","2",1995,"1","4","3","5","3","3","3","0","0","0","1","20","0","2","0","0",78000,36,"52","1","1","50","999","1","1","1","8191","1","1","0","3220",78000,78000,"25",501,"600","25","1","2","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3380","P","1",2,"100","1","25","1019518",116,"4","1","2","0","1","2","2","1","2","2","2","0","1","1","1","2","2","2","2",2017,"1","4","2","5","2","2","3","0","0","0","1","16","0","2","7500","0",0,40,"52","2","2","275","50","6","1","5","7860","1","2","0","3255",0,7500,"329",410,"600","25","1","1","1","9","9000","29","0","0","0","0","2","0","1","1","0","3","No"
"3382","P","1",3,"502","1","25","1019518",44,"3","1","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","1","2",2021,"1","4","3","5","3","3","3","0","0","0","1","19","0","2","0","0",42000,43,"52","1","4","999","999","1","1","1","6690","1","1","0","5810",42000,42000,"110",501,"500","25","1","2","4","1","1000","1","0","0","0","0","1","0","0","1","0","5","No"
"3383","P","1",1,"402","1","25","1019518",65,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","2","2",2021,"1","4","3","5","3","3","3","0","0","0","1","16","0","1","0","0",50000,40,"49","1","1","51","999","1","1","1","2970","1","1","0","1555",50000,50000,"25",400,"400","25","1","2","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3384","P","1",1,"201","1","25","1019518",71,"1","1","2","0","2","2","2","2","2","2","2","0","1","2","3","2","2","1","2",1994,"3","4","3","5","3","3","3","0","0","0","1","17","0","1","0","0",0,40,"52","1","1","903","999","6","2","1","5392","4","1","0","7315",0,0,"25",449,"600","25","2","2","2","2","3000","2","0","0","1","0","1","0","0","0","0","1","No"
"3387","P","1",2,"801","1","25","1019518",50,"1","2","2","2","1","1","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"3","4","2","5","2","2","3","0","0","0","3","21","0","1","0","0",56000,40,"42","2","2","50","84","6","1","1","8191","6","1","0","1610",56000,56000,"25",358,"600","25","1","2","1","9","9000","29","0","0","0","0","2","0","1","1","0","1","No"
"3388","P","1",1,"906","1","25","1019518",75,"5","1","2","0","1","2","2","2","2","2","2","0","11","1","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","21","0","1","0","0",118000,40,"52","1","1","740","999","1","1","1","7380","6","2","0","1430",118000,118000,"215",501,"900","25","1","2","2","6","4002","7","0","1","0","0","1","0","0","0","0","4","No"
"3390","P","1",1,"902","1","25","1019518",87,"1","1","2","2","2","1","1","2","2","2","2","0","1","2","4","2","2","1","2",1964,"1","2","2","5","2","2","3","0","0","0","1","16","0","1","0","1900",0,40,"52","2","4","999","999","6","1","1","7860","5","1","0","3255",0,1900,"25",13,"600","25","1","1","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","Yes"
"3391","P","1",1,"1104","1","25","1019518",122,"1","1","2","0","2","2","2","1","2","2","2","0","1","2","5","2","2","1","2",1994,"3","4","3","5","3","3","3","3600","0","0","1","16","0","2","0","0",8000,32,"20","1","4","999","999","1","1","1","8680","6","1","0","4110",8000,11600,"44",48,"1100","25","2","1","1","9","9000","17","1","0","0","0","2","0","0","1","0","1","No"
"3392","P","1",2,"1301","1","25","1019518",91,"1","1","2","2","2","1","1","2","2","2","2","50","1","2","1","2","2","1","2",1975,"1","2","2","5","2","2","3","0","0","58000","1","22","0","1","0","5900",0,40,"52","2","2","50","46","6","1","1","8680","1","1","0","4040",0,63950,"25",428,"600","25","1","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3393","P","1",1,"901","1","25","1019518",90,"1","2","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","1","2",1990,"1","4","3","5","3","3","3","0","0","0","1","21","0","2","0","0",39300,42,"52","1","1","50","999","1","1","1","7860","1","1","0","5740",39300,39300,"25",501,"900","25","1","2","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3394","P","1",1,"605","1","25","1019518",45,"1","1","2","0","1","2","2","2","2","2","2","0","10","2","5","2","2","1","2",1994,"1","4","2","3","2","2","2","0","0","0","2","16","0","2","0","0",10000,40,"52","1","2","308","50","1","1","1","7071","6","1","0","4030",10000,10000,"25",449,"600","25","1","2","4","9","9000","16","0","0","1","0","2","0","0","1","0","1","No"
"3395","P","1",1,"1102","1","25","1019518",60,"1","1","2","0","2","2","1","1","2","2","2","0","1","2","3","1","2","1","2",1996,"1","4","3","5","3","3","3","0","3500","6000","1","20","0","2","7300","0",0,40,"52","1","4","999","999","6","1","1","7860","4","1","0","3255",0,16800,"25",115,"600","25","2","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3396","P","1",2,"805","1","25","1019518",116,"4","1","2","0","2","2","1","1","2","2","2","0","1","1","1","2","2","1","2",2001,"1","4","2","5","2","2","3","0","0","0","1","1","0","2","0","14400",0,40,"52","2","4","999","999","6","1","5","7860","1","2","0","3255",0,14400,"363",159,"600","25","2","1","2","2","3000","2","0","0","1","0","1","0","0","0","0","3","No"
"3397","P","1",1,"504","1","25","1019518",69,"1","1","2","2","1","1","1","2","2","2","2","0","1","2","3","2","2","2","2",1999,"1","4","3","5","3","3","3","0","0","0","1","16","0","2","0","0",75000,39,"52","1","1","26","999","1","1","1","7970","4","1","0","3500",75000,75000,"25",501,"500","25","1","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3398","P","1",2,"1301","1","25","1019518",61,"1","1","2","2","2","1","1","2","2","2","2","0","1","2","1","2","2","1","2",1988,"1","4","2","5","2","2","3","0","0","0","1","21","0","1","0","30000",0,40,"52","2","1","50","999","6","1","1","6671","1","1","0","20",0,30000,"25",188,"600","25","1","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3399","P","1",1,"506","1","25","1019518",55,"1","1","2","0","2","2","1","1","2","2","2","0","1","2","3","2","2","2","2",1968,"3","4","3","5","3","3","3","0","0","3400","1","16","0","2","0","8400",0,40,"52","1","3","996","999","6","1","1","7860","4","1","0","3255",0,11800,"25",449,"600","25","2","1","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","Yes"
"3400","P","1",1,"901","1","25","1019518",66,"1","6","2","2","1","1","1","2","2","2","2","0","1","2","1","2","2","2","2",1984,"1","4","2","5","2","2","3","0","0","0","1","22","0","2","0","17000",0,40,"52","2","2","88","32","6","1","1","7370","1","1","0","2635",0,17000,"12",501,"600","25","1","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3403","P","1",1,"100","1","25","1019518",53,"1","6","2","0","1","2","2","2","2","2","2","2000","11","2","1","2","2","2","2",1994,"1","4","3","5","3","3","3","0","0","0","1","19","13500","2","0","0",0,30,"52","1","2","142","32","1","1","1","5491","1","1","0","4760",13500,15500,"25",501,"100","25","1","2","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3404","P","1",1,"612","1","25","1019518",59,"1","1","2","2","2","1","2","2","2","2","2","0","1","2","1","2","2","1","2",2021,"1","2","2","5","2","2","3","24000","0","0","3","21","0","1","0","0",25400,40,"17","2","2","22","88","6","1","1","6970","1","1","0","845",25400,49400,"6",501,"600","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3405","P","1",1,"402","1","25","1019518",88,"5","1","2","0","2","2","2","1","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","14","0","2","0","0",36000,40,"52","1","1","301","999","1","1","1","8370","6","2","0","3602",36000,36000,"324",191,"400","25","2","1","3","2","3000","2","0","0","1","0","1","0","0","0","0","3","No"
"3406","P","1",1,"100","1","25","1019518",14,"1","1","2","0","1","2","2","2","2","2","2","5000","1","2","5","2","2","1","2",1994,"3","4","3","5","3","3","3","0","0","75000","1","22","0","2","0","0",32000,40,"52","1","2","51","142","1","1","1","7860","6","1","0","2310",32000,112000,"25",501,"100","25","1","2","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3407","P","1",1,"609","1","25","1019518",60,"1","1","2","0","1","2","2","2","2","2","2","0","11","2","1","2","2","1","2",1984,"1","4","3","5","3","3","3","0","0","0","1","16","0","2","0","0",52000,40,"52","1","4","999","999","1","1","1","770","1","1","0","5860",52000,52000,"25",501,"600","25","1","2","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3408","P","1",1,"901","1","25","1019518",70,"3","1","2","0","1","2","2","2","2","2","2","0","1","1","5","2","2","1","2",1994,"3","4","3","5","3","3","3","0","0","0","1","21","0","2","0","0",65000,38,"48","1","2","570","998","1","1","1","7970","6","1","0","350",65000,65000,"449",421,"900","25","1","2","4","1","1000","1","0","0","0","0","1","0","0","1","0","6","No"
"3410","P","1",1,"504","1","25","1019518",81,"5","4","2","0","2","2","2","1","2","2","2","0","1","1","3","2","2","1","2",2013,"1","4","2","5","2","2","3","0","0","0","1","21","0","1","0","0",0,40,"52","2","1","529","999","6","1","1","9480","4","2","0","3602",0,0,"421",0,"600","25","2","1","1","2","3000","2","0","0","1","0","1","0","0","0","0","6","No"
"3411","P","1",2,"503","1","25","1019518",65,"1","3","2","0","1","2","2","2","2","1","2","0","1","2","1","2","2","3","2",2015,"1","2","3","5","3","3","3","0","0","0","1","20","0","1","0","0",87000,40,"52","1","2","51","425","1","1","1","9470","1","1","0","3870",87000,87000,"25",354,"500","25","1","1","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3412","P","1",1,"613","1","25","1019518",70,"1","7","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","1","2",1999,"1","4","3","5","3","3","3","0","0","0","1","21","0","2","0","0",1e+05,35,"52","1","4","999","999","1","1","1","8270","1","1","0","3160",1e+05,1e+05,"25",501,"600","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3414","P","1",1,"1003","1","25","1019518",44,"4","1","2","2","2","1","1","1","2","2","2","0","1","1","2","2","2","1","2",1967,"1","4","2","3","2","2","2","0","0","1100","1","1","0","2","12000","0",0,40,"52","2","1","84","999","6","1","1","7860","3","2","0","3255",0,13100,"129",118,"600","25","1","1","1","1","1000","1","0","0","0","0","1","0","0","1","0","5","No"
"3416","P","1",1,"602","1","25","1019518",77,"4","1","2","0","1","2","2","2","2","2","2","0","1","1","1","2","2","1","2",1988,"1","4","3","5","3","3","3","0","0","0","1","16","0","1","0","0",50000,40,"52","1","1","534","999","1","1","1","8170","1","2","0","3603",50000,50000,"427",387,"600","25","1","2","2","2","3000","2","0","0","1","0","1","0","0","0","0","6","No"
"3417","P","1",3,"702","1","25","1019518",132,"4","1","2","0","1","2","2","2","2","2","2","0","1","1","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","16","0","1","0","0",45000,40,"52","1","1","275","999","1","1","5","2980","6","2","0","9760",45000,45000,"329",442,"600","25","1","2","2","8","8000","15","0","0","0","0","1","0","1","0","0","3","No"
"3418","P","1",2,"803","1","25","1019518",72,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","21","0","1","0","0",73000,45,"52","1","2","26","32","1","1","1","5171","6","1","0","4700",73000,73000,"25",461,"900","25","1","2","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3419","P","1",3,"602","1","25","1019518",59,"1","1","2","0","2","2","1","1","2","2","2","0","1","1","3","2","2","2","2",1994,"1","4","2","5","2","2","3","0","0","0","1","17","0","2","0","8400",0,40,"52","2","1","720","999","6","1","1","7860","4","1","0","3255",0,8400,"25",194,"600","25","2","1","2","6","4008","6","0","1","0","0","1","0","0","0","0","1","No"
"3420","P","1",1,"803","1","25","1019518",37,"1","1","2","0","1","2","2","2","2","2","2","0","11","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","21","0","1","0","0",150000,40,"52","1","1","8","999","1","1","1","7580","6","1","0","630",150000,150000,"25",501,"800","25","1","2","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3421","P","1",2,"804","1","25","1019518",76,"4","1","2","0","2","2","1","1","1","2","2","0","1","1","1","2","2","1","2",1984,"1","4","2","3","2","2","3","0","0","7000","1","18","0","2","0","3000",0,40,"52","2","1","706","999","6","1","1","7860","1","2","0","3255",0,10000,"207",311,"600","25","1","1","2","6","4000","5","0","1","0","0","1","0","0","0","0","4","No"
"3424","P","1",2,"401","1","25","1019518",118,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","16","0","2","0","0",62000,46,"52","1","4","999","999","1","1","1","3980","6","1","0","9645",62000,62000,"6",501,"290","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3425","P","1",2,"802","1","25","1019518",55,"1","5","2","0","1","2","1","2","1","2","2","0","1","2","5","2","2","1","2",1994,"3","1","3","5","3","3","3","0","0","0","1","16","0","1","0","0",35000,40,"52","1","1","51","999","4","1","1","9780","6","1","0","9830",35000,35000,"42",227,"1290","25","1","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3426","P","1",1,"706","1","25","1019518",47,"1","1","2","0","1","2","2","2","2","2","2","0","11","1","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","21","0","2","0","0",55000,40,"52","1","1","210","999","1","1","2","7270","6","1","0","2145",55000,55000,"4",357,"700","25","1","2","3","3","5015","3","1","0","0","0","1","0","0","0","0","1","No"
"3427","P","1",1,"610","1","25","1019518",108,"1","1","2","2","2","1","1","2","2","2","2","0","1","1","5","2","2","1","2",1994,"1","4","2","2","2","2","3","0","0","0","1","16","0","1","0","20300",0,40,"52","2","2","50","939","6","1","1","8680","6","1","0","4030",0,20300,"25",140,"600","25","1","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3428","P","1",1,"903","1","25","1019518",87,"1","4","2","0","2","2","2","1","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","22","0","2","0","0",70000,40,"52","1","1","336","999","1","1","1","7860","6","1","0","2310",70000,70000,"25",455,"900","25","2","1","2","2","3000","2","0","0","1","0","1","0","0","0","0","1","No"
"3429","P","1",2,"704","1","25","1019518",48,"1","1","2","0","2","2","1","2","2","2","2","0","1","2","1","2","2","1","2",1961,"1","3","2","5","2","2","3","0","0","1500","1","20","0","1","0","22200",0,40,"52","2","4","999","999","6","1","1","7860","1","1","0","3255",0,23700,"25",222,"600","25","2","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3431","P","1",3,"607","1","25","1019518",86,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","2","16","0","2","0","0",5400,40,"6","1","2","22","24","1","1","1","7290","6","1","0","1530",5400,5400,"25",501,"600","25","1","2","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"3432","P","1",1,"1003","1","25","1019518",109,"1","1","2","0","2","2","1","1","2","2","2","2500","1","2","5","2","2","1","2",1994,"1","4","2","5","2","2","3","0","0","0","1","19","0","1","0","24500",0,40,"52","2","1","84","999","6","1","1","7860","6","1","0","3255",0,27000,"6",425,"600","25","2","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
