"","X","PUMA","PWGTP","CIT","HIMRKS","HINS1","HINS2","HINS3","HINS4","HINS6","LANX","MAR","MIG","MIL","NWAB","NWAV","NWLA","NWLK","RETP","SCH","SCHL","SEX","SSP","WAGP","ANC","ANC1P","ANC2P","ESR","MSP","NATIVITY","PINCP","POBP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACASN","RACBLK","RACNUM","RACSOR","RACWHT","WAOB","Class"
"767",859,501,65,1,0,2,2,1,1,2,2,2,1,4,3,5,3,3,0,1,21,2,0,0,2,314,301,1,3,1,12000,36,2,1,1,2,3000,2,0,1,1,0,0,1,"0"
"768",861,610,57,4,0,1,2,2,2,2,1,1,1,4,3,5,3,3,0,1,21,2,0,60000,1,716,999,1,1,2,60000,209,1,2,3,6,4000,5,1,0,1,0,0,4,"0"
"769",862,1103,121,1,0,2,2,2,1,2,2,5,1,4,3,5,3,3,0,3,19,2,0,31000,1,50,999,1,6,1,31000,25,2,1,2,1,1000,1,0,0,1,0,1,1,"0"
"770",863,901,60,1,0,2,2,1,2,2,2,1,1,4,2,5,2,2,0,1,20,2,34700,0,2,215,939,6,1,1,34700,48,2,1,3,9,9000,82,0,1,4,1,1,1,"0"
"771",864,603,217,1,0,1,2,2,2,2,2,1,1,4,3,5,3,2,0,1,16,1,0,0,1,142,999,1,1,1,34100,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"772",865,506,43,5,0,2,2,1,2,2,1,1,1,4,3,5,3,3,25000,1,22,1,28000,40000,1,740,999,1,1,2,98000,215,2,1,4,6,4002,7,1,0,1,0,0,4,"0"
"773",866,605,32,1,0,1,2,1,2,2,2,1,1,4,2,2,2,2,0,1,21,1,2200,0,3,996,999,6,1,1,2200,25,1,1,2,1,1000,1,0,0,1,0,1,1,"0"
"774",867,704,159,1,0,1,2,2,1,2,1,5,1,4,3,5,3,3,0,2,18,1,0,8500,1,222,999,1,6,1,8500,25,1,1,3,3,5017,3,0,0,1,0,0,1,"0"
"775",868,611,44,5,0,1,2,2,2,2,1,5,1,4,3,5,3,3,0,3,21,2,0,7000,4,999,999,1,6,2,7000,364,1,2,4,1,1000,1,0,0,1,0,1,3,"0"
"776",869,705,62,4,0,1,2,2,2,2,1,1,1,4,3,5,3,3,0,1,18,2,0,0,1,360,999,1,1,2,100000,362,1,2,4,9,9000,29,0,0,2,1,1,3,"0"
"777",870,403,43,1,0,2,2,2,1,2,2,5,1,4,2,5,2,2,0,1,19,2,0,0,2,26,50,6,6,1,4300,25,2,1,1,1,1000,1,0,0,1,0,1,1,"0"
"778",871,1004,44,1,0,1,2,1,1,2,2,1,1,4,2,5,2,2,2800,1,17,2,16200,0,1,939,999,6,1,1,19000,25,1,1,3,1,1000,1,0,0,1,0,1,1,"1"
"779",872,1104,144,1,0,1,2,1,2,2,2,2,1,4,3,5,3,3,2600,1,21,2,20500,0,4,999,999,6,3,1,35800,25,1,1,4,1,1000,1,0,0,1,0,1,1,"0"
"780",873,1104,119,1,0,2,2,2,1,2,2,3,1,4,2,1,2,1,0,1,18,2,0,23000,4,999,999,1,4,1,23000,9,2,1,2,1,1000,1,0,0,1,0,1,1,"1"
"781",874,1201,54,1,0,1,2,1,2,2,2,1,1,4,3,5,3,3,0,1,21,1,36000,70000,1,195,999,1,1,1,106000,36,1,1,4,1,1000,1,0,0,1,0,1,1,"0"
"782",875,403,71,1,0,1,2,1,2,2,2,2,1,4,2,3,2,2,1500,1,14,2,8400,0,1,935,999,6,3,1,9900,25,1,1,1,1,1000,1,0,0,1,0,1,1,"0"
"783",876,906,56,1,0,1,2,2,2,2,2,4,1,4,3,5,3,3,0,1,16,1,0,115000,2,22,50,1,5,1,115000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"784",877,613,61,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,22,2,0,20000,2,925,50,1,1,1,20000,18,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"785",878,402,98,1,0,1,2,2,2,2,2,5,1,4,2,5,2,2,0,2,13,1,0,0,2,308,314,6,6,1,0,25,1,2,1,2,3000,2,0,1,1,0,0,1,"0"
"786",879,905,206,1,0,2,2,2,1,2,2,4,1,4,3,5,3,3,0,1,18,2,0,11000,2,939,308,1,5,1,11000,12,2,1,1,2,3000,2,0,1,1,0,0,1,"0"
"787",880,611,6,1,0,2,2,1,1,2,2,5,1,4,2,5,2,2,0,1,4,1,11000,0,2,939,51,6,6,1,11000,25,2,1,4,1,1000,1,0,0,1,0,1,1,"0"
"788",881,507,90,1,0,2,2,2,1,2,2,5,1,4,3,5,3,3,0,1,16,2,0,30000,2,26,920,1,6,1,30000,25,2,1,3,9,9000,29,0,0,2,1,1,1,"0"
"789",882,701,49,5,0,2,2,1,2,2,1,5,1,4,3,5,3,2,0,1,20,2,25500,0,1,32,999,6,6,2,25500,110,2,1,1,1,1000,1,0,0,1,0,1,5,"0"
"790",883,906,113,1,2,2,1,1,2,2,2,1,1,4,3,5,2,2,0,1,22,2,0,0,1,22,999,6,1,1,0,34,1,1,3,1,1000,1,0,0,1,0,1,1,"0"
"791",884,610,85,4,0,1,2,2,2,2,1,3,3,4,3,5,3,3,0,3,22,1,0,115000,1,308,999,1,4,2,117000,333,1,2,4,2,3000,2,0,1,1,0,0,3,"0"
"792",885,804,99,1,2,1,1,2,2,2,1,5,1,4,3,5,3,3,0,1,20,2,0,51000,1,271,999,1,6,1,51000,37,1,2,2,9,9000,38,0,1,2,1,0,1,"0"
"793",886,1103,61,1,2,2,1,1,2,2,2,3,1,4,3,5,3,3,0,3,21,2,0,14000,2,51,32,1,4,1,14000,36,1,1,1,1,1000,1,0,0,1,0,1,1,"0"
"794",888,1001,131,1,0,1,2,2,2,2,2,5,3,4,3,5,3,3,0,3,21,2,0,31800,2,50,431,1,6,1,31800,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"795",889,612,98,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,20,1,0,116000,1,50,999,1,1,1,116000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"796",890,502,52,1,0,1,2,1,2,2,2,1,1,4,2,5,2,2,25000,1,16,2,3500,0,2,24,22,6,1,1,28500,25,1,1,1,1,1000,1,0,0,1,0,1,1,"0"
"797",891,402,75,1,0,1,2,2,2,2,1,1,1,4,3,5,3,3,0,1,20,2,0,8000,1,261,999,1,1,1,8000,25,1,2,4,8,8000,15,0,0,1,1,0,1,"0"
"798",892,1103,64,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,3,22,2,0,65000,1,50,999,1,1,1,65000,9,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"799",894,1003,149,5,0,2,2,1,1,2,1,3,1,4,2,5,2,2,0,1,8,2,10800,0,1,84,999,6,4,2,10800,130,2,1,3,1,1000,1,0,0,1,0,1,5,"0"
"800",895,902,59,1,0,1,2,1,2,2,2,5,1,4,2,5,2,2,0,1,16,2,1600,0,1,50,999,6,6,1,1600,25,1,1,4,1,1000,1,0,0,1,0,1,1,"0"
"801",896,703,88,1,0,2,2,1,2,2,2,1,1,2,3,5,3,3,0,1,21,1,15000,25000,2,22,32,1,1,1,40000,18,2,1,4,1,1000,1,0,0,1,0,1,1,"0"
"802",897,706,54,1,2,2,1,1,2,2,2,1,1,4,2,5,2,2,0,1,20,1,20000,0,1,939,999,6,1,1,20010,33,1,1,3,1,1000,1,0,0,1,0,1,1,"0"
"803",898,402,94,4,0,1,2,2,2,2,1,3,1,4,3,5,3,3,0,1,21,2,0,96000,1,750,999,1,4,2,96000,217,1,2,4,6,4003,8,1,0,1,0,0,4,"0"
"804",899,100,66,5,0,2,2,1,1,2,2,1,1,4,2,5,2,2,9500,1,21,1,21900,34300,1,22,999,6,1,2,65700,238,2,1,1,1,1000,1,0,0,1,0,1,4,"0"
"805",901,1104,56,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,21,2,0,70000,1,24,999,1,1,1,70000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"806",902,201,97,1,0,2,2,1,1,2,2,3,1,4,2,5,2,2,0,1,16,1,20400,0,2,935,920,6,4,1,20400,25,2,1,4,1,1000,1,0,0,1,0,1,1,"0"
"807",904,701,64,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,22,2,0,45000,4,999,999,1,6,1,45000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"808",905,609,153,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,21,1,0,109000,2,171,129,1,1,1,109000,11,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"809",906,801,25,5,2,2,1,2,2,2,2,5,2,4,2,5,2,2,0,3,22,1,0,0,1,615,999,6,6,2,0,210,1,2,4,6,4015,4,1,0,1,0,0,4,"0"
"810",907,201,21,1,2,2,1,2,2,2,2,1,1,4,3,5,3,3,0,1,19,2,0,29000,2,89,935,1,1,1,29000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"811",908,1103,66,1,0,2,2,2,1,2,2,1,1,4,3,5,3,3,0,1,21,2,0,0,1,50,999,1,1,1,29000,25,2,1,2,1,1000,1,0,0,1,0,1,1,"0"
"812",909,401,53,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,16,1,0,0,2,51,26,1,1,1,60000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"813",910,301,121,1,0,2,2,2,1,2,2,5,1,4,3,5,3,3,0,1,21,2,0,15000,4,999,999,1,6,1,15000,25,2,1,2,1,1000,1,0,0,1,0,1,1,"0"
"814",911,801,66,1,1,1,1,2,2,2,2,5,1,4,3,5,3,3,0,3,19,1,0,4500,1,50,999,1,6,1,4500,24,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"815",912,1201,43,1,2,2,1,1,1,2,2,1,1,4,2,5,2,2,9000,1,23,2,45500,0,2,22,142,6,1,1,55700,25,1,1,2,1,1000,1,0,0,1,0,1,1,"0"
"816",913,801,45,1,0,1,2,2,2,2,2,5,3,4,3,5,3,3,0,3,16,1,0,4300,4,999,999,2,6,1,4300,25,1,2,2,6,4025,10,1,0,1,0,0,1,"0"
"817",914,503,96,1,2,2,1,2,2,2,1,1,1,4,3,5,3,3,15600,1,20,2,0,1400,4,999,999,1,2,1,17000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"818",915,611,71,1,0,1,2,2,2,2,2,5,3,4,3,5,3,3,0,1,24,2,0,32000,1,706,999,1,6,1,32000,12,1,2,1,6,4000,5,1,0,1,0,0,1,"0"
"819",916,601,29,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,2,21,2,0,65000,1,50,999,1,1,1,65000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"820",917,1002,83,4,0,1,2,1,2,2,1,1,1,4,2,5,2,2,0,1,21,1,26200,0,2,84,252,6,1,2,39400,129,1,1,4,1,1000,1,0,0,1,0,1,5,"0"
"821",918,704,61,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,21,2,0,109000,1,26,999,1,1,1,109000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"822",920,402,65,1,0,2,2,1,2,2,2,1,1,4,3,5,3,3,0,1,21,2,0,105000,1,50,999,1,1,1,105000,9,2,1,2,1,1000,1,0,0,1,0,1,1,"0"
"823",921,301,98,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,21,2,0,95000,1,935,999,1,1,1,100020,1,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"824",922,610,57,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,21,2,0,83000,2,226,998,1,6,1,83000,36,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"825",923,201,13,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,21,1,0,0,1,32,999,1,1,1,38200,36,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"826",924,905,52,1,0,1,2,2,2,2,2,1,1,4,3,5,2,3,0,1,21,1,0,105000,1,89,999,1,1,1,110000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"827",926,601,53,1,0,2,2,1,2,2,2,1,1,4,2,5,2,2,24000,1,16,1,0,58000,1,51,999,1,1,1,82000,25,2,1,4,1,1000,1,0,0,1,0,1,1,"0"
"828",927,402,67,1,1,2,1,2,2,2,1,3,1,4,3,5,3,3,0,1,20,2,0,45000,1,261,999,1,4,1,45000,34,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"829",928,607,31,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,21,2,0,84000,2,50,142,1,1,1,139000,34,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"830",929,702,55,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,22,2,0,48000,2,109,32,1,1,1,51000,42,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"831",931,906,100,1,2,2,1,1,2,2,2,1,1,4,2,5,2,2,7100,1,21,1,16000,0,1,153,999,6,1,1,78150,42,1,1,3,1,1000,1,0,0,1,0,1,1,"0"
"832",932,609,110,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,21,1,0,62000,2,795,720,1,6,1,62010,25,1,2,3,6,4008,6,1,0,1,0,0,1,"0"
"833",933,201,23,4,0,1,2,2,2,2,1,1,1,4,3,5,3,3,0,1,22,1,0,55000,4,999,999,1,1,2,55000,332,1,2,3,2,3000,2,0,1,1,0,0,3,"0"
"834",934,610,45,5,0,2,2,2,2,2,2,3,1,4,3,5,3,3,0,3,19,1,0,70000,4,999,999,1,4,2,64100,440,2,2,2,2,3000,2,0,1,1,0,0,6,"0"
"835",935,706,55,1,2,1,1,2,2,2,2,1,1,4,2,5,2,2,0,1,21,2,0,0,1,50,999,6,1,1,60000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"836",936,904,162,1,0,1,2,2,2,2,2,1,1,4,3,1,1,1,0,1,20,1,0,75000,1,50,999,1,1,1,85000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"837",937,1004,48,1,2,1,1,1,2,2,2,2,3,4,2,1,2,1,3600,1,21,2,30800,45300,1,148,999,3,3,1,81900,36,1,1,2,1,1000,1,0,0,1,0,1,1,"0"
"838",938,403,60,4,0,1,2,2,2,2,2,5,1,4,2,5,2,2,0,2,16,1,0,0,1,148,999,6,6,2,0,163,1,2,1,1,1000,1,0,0,1,0,1,5,"0"
"839",939,901,55,1,2,1,1,1,2,2,2,1,1,2,2,5,2,2,3500,1,21,1,38400,0,1,22,999,6,1,1,67900,48,1,1,2,1,1000,1,0,0,1,0,1,1,"0"
"840",940,100,7,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,2,14,1,0,7000,4,999,999,1,6,1,7000,51,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"841",941,1201,71,1,0,1,2,2,2,2,2,3,1,4,3,5,3,3,0,1,21,2,0,60000,2,22,26,1,4,1,57900,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"842",942,1102,59,1,0,1,2,1,2,2,2,2,1,4,3,5,3,3,25000,1,20,1,0,102000,2,935,22,1,3,1,127000,25,1,1,3,1,1000,1,0,0,1,0,1,1,"0"
"843",943,606,78,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,21,2,0,193000,1,50,999,1,1,1,193000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"844",944,905,46,1,0,1,2,1,2,1,2,1,1,2,3,5,2,2,3200,1,16,1,10800,0,1,22,999,6,1,1,14000,25,1,1,4,1,1000,1,0,0,1,0,1,1,"0"
"845",945,1104,140,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,2,21,2,0,45000,1,50,999,1,6,1,45000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"846",946,609,64,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,1,18,2,0,31000,1,902,999,1,6,1,31000,25,1,2,3,2,3000,2,0,1,1,0,0,1,"0"
"847",947,1004,46,5,0,2,2,2,2,2,1,4,3,4,3,5,3,3,0,1,16,2,0,18400,1,534,999,1,5,2,18400,427,2,2,4,2,3000,2,0,1,1,0,0,6,"0"
"848",948,201,20,1,2,2,1,1,2,2,2,1,1,4,2,5,2,2,0,1,16,2,0,9400,3,996,999,6,1,1,9400,25,1,1,3,1,1000,1,0,0,1,0,1,1,"0"
"849",949,503,46,4,0,2,2,1,1,2,1,1,1,4,2,5,2,2,0,1,21,2,0,0,1,615,999,6,1,2,5800,210,1,1,3,6,4015,4,1,0,1,0,0,4,"0"
"850",950,905,49,1,2,2,1,2,2,2,1,5,1,4,3,5,3,3,0,1,16,2,0,700,2,226,223,6,6,1,700,25,1,2,3,8,8000,15,0,0,1,1,0,1,"0"
"851",951,901,98,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,3,14,2,0,2000,3,996,999,1,6,1,2000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"852",952,1003,193,4,0,2,2,1,1,2,2,3,3,4,2,5,2,2,0,1,1,2,0,0,4,999,999,6,4,2,0,129,2,1,1,1,1000,1,0,0,1,0,1,5,"0"
"853",953,609,73,1,0,1,2,2,2,2,2,5,3,4,3,5,3,3,0,1,21,1,0,53000,2,32,94,1,6,1,53000,31,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"854",954,602,69,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,22,2,0,68000,1,50,999,1,1,1,68000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"855",956,602,83,1,2,2,1,2,2,2,1,5,3,4,2,5,2,2,20000,2,19,1,0,20800,1,336,999,6,6,1,40810,25,1,2,4,2,3000,2,0,1,1,0,0,1,"0"
"856",957,100,100,1,0,1,2,2,2,2,2,1,1,2,3,5,3,3,0,1,22,2,0,112000,1,50,999,1,1,1,112000,19,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"857",958,301,33,1,0,1,2,2,2,2,2,5,3,4,2,5,2,2,0,2,18,1,0,7200,1,26,999,6,6,1,7200,33,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"858",960,506,54,1,2,2,1,1,2,2,2,1,1,4,2,5,2,2,0,1,20,1,30000,0,2,24,11,6,1,1,31200,25,1,1,4,1,1000,1,0,0,1,0,1,1,"0"
"859",961,502,31,1,0,2,2,1,2,2,2,1,1,4,3,5,3,3,2100,1,14,2,2100,0,4,999,999,6,1,1,4200,25,2,1,1,1,1000,1,0,0,1,0,1,1,"0"
"860",962,901,46,1,0,1,2,1,2,2,2,1,1,4,2,5,2,2,62000,1,22,2,4300,0,1,142,999,6,1,1,66300,25,1,1,4,1,1000,1,0,0,1,0,1,1,"0"
"861",964,201,71,1,0,2,2,1,2,2,1,2,1,4,2,5,2,2,15800,1,22,2,13200,0,1,142,999,6,3,1,29000,34,2,1,1,1,1000,1,0,0,1,0,1,1,"0"
"862",965,801,23,1,0,1,2,2,2,2,2,5,3,4,3,5,3,3,0,1,21,1,0,40000,1,750,999,1,6,1,40000,6,1,2,3,6,4003,8,1,0,1,0,0,1,"0"
"863",966,904,71,1,0,1,2,2,2,2,2,5,1,4,2,5,2,2,0,2,14,2,0,440,2,50,939,6,6,1,440,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"864",967,301,116,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,17,2,0,0,4,999,999,6,1,1,0,9,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"865",969,905,45,1,0,2,2,1,2,2,2,1,1,4,2,3,2,2,0,1,23,1,35000,0,2,142,148,6,1,1,35000,36,2,1,4,1,1000,1,0,0,1,0,1,1,"0"
"866",972,802,75,5,0,2,2,2,2,2,1,5,1,4,3,5,3,3,0,1,1,1,0,20800,1,291,999,1,6,2,20800,312,2,2,4,8,8000,15,0,0,1,1,0,3,"0"
"867",973,607,77,1,0,1,2,1,2,2,2,1,1,4,3,5,3,3,0,3,19,2,14400,3000,4,999,999,1,1,1,17400,25,1,1,2,1,1000,1,0,0,1,0,1,1,"0"
"868",975,704,89,1,0,2,2,2,1,2,2,5,1,4,3,5,3,3,0,2,12,1,19000,8000,2,998,26,1,6,1,27000,25,2,1,3,1,1000,1,0,0,1,0,1,1,"0"
"869",976,606,57,1,2,2,1,1,2,2,2,1,1,4,2,1,2,2,7000,1,19,2,23000,0,1,924,999,6,1,1,31500,25,1,1,3,1,1000,1,0,0,1,0,1,1,"0"
"870",977,704,115,5,0,2,2,1,1,2,1,1,3,4,3,5,3,3,0,1,16,1,0,6300,1,275,999,1,1,2,6300,329,2,1,1,8,8000,15,0,0,1,1,0,3,"0"
"871",978,701,75,1,0,2,2,2,1,2,2,1,1,4,3,5,3,3,0,1,16,2,0,42000,2,142,26,1,1,1,42000,25,2,1,1,1,1000,1,0,0,1,0,1,1,"0"
"872",979,803,136,1,0,1,2,2,2,2,2,3,1,4,3,5,3,3,0,1,22,2,0,200000,1,88,999,1,4,1,200000,36,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"873",982,901,49,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,22,2,0,105000,2,50,935,1,1,1,105120,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"874",983,403,63,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,21,2,0,75000,2,51,50,1,1,1,75000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"875",984,612,130,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,22,1,0,4800,1,22,999,1,1,1,4800,9,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"876",985,201,65,1,0,2,2,2,1,2,1,3,1,4,2,1,2,1,30000,1,21,2,0,0,2,51,129,3,4,1,30000,9,2,1,3,1,1000,1,0,0,1,0,1,1,"0"
"877",986,611,73,5,2,2,1,2,2,2,1,5,2,4,3,5,3,3,0,3,21,1,0,18000,1,51,999,1,6,2,18000,120,1,2,3,1,1000,1,0,0,1,0,1,5,"0"
"878",987,801,49,5,1,2,1,2,2,2,1,5,1,4,2,5,2,2,0,3,19,1,0,0,1,706,999,6,6,2,0,207,1,2,3,6,4000,5,1,0,1,0,0,4,"0"
"879",989,502,126,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,21,1,0,100000,1,939,999,1,1,1,100000,50,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"880",990,1003,90,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,3,19,2,0,20000,4,999,999,1,6,1,20000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"881",991,613,72,4,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,22,1,0,150000,1,195,999,1,1,2,150000,163,1,2,1,1,1000,1,0,0,1,0,1,5,"0"
"882",992,601,33,1,2,2,1,1,2,2,2,3,1,4,2,5,2,2,60000,1,22,2,0,0,2,22,50,6,4,1,60000,25,1,1,2,1,1000,1,0,0,1,0,1,1,"0"
"883",993,505,128,1,0,1,2,2,2,2,2,5,3,4,2,5,2,2,0,3,19,1,0,0,1,22,999,6,6,1,0,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"884",994,504,26,1,2,2,1,2,2,2,2,5,1,4,2,5,2,2,0,3,19,1,0,10000,2,32,50,6,6,1,10000,9,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"885",995,706,60,1,0,2,2,1,2,2,2,2,1,4,3,5,3,3,1400,1,21,2,18000,0,4,999,999,6,3,1,19400,25,2,1,3,1,1000,1,0,0,1,0,1,1,"1"
"886",996,611,69,1,0,1,2,2,2,2,2,5,3,4,3,5,3,3,0,1,24,1,0,50000,2,50,237,1,6,1,53500,6,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"887",997,504,71,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,19,2,0,48000,2,26,51,1,1,1,48000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"888",998,905,27,1,0,2,2,2,1,2,2,5,1,4,2,5,2,2,14000,1,18,1,0,0,1,902,999,6,6,1,14000,25,2,1,2,2,3000,2,0,1,1,0,0,1,"1"
"889",1000,505,3,1,2,2,1,2,2,2,2,5,1,4,2,5,2,2,0,3,21,1,0,0,1,939,999,6,6,1,0,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"890",1001,1003,44,1,0,1,2,2,2,2,2,3,1,4,3,5,3,3,0,1,22,2,0,80000,2,50,26,1,4,1,80000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"891",1002,610,94,1,0,1,2,2,2,2,2,1,1,4,2,5,2,2,0,1,22,2,0,29900,4,999,999,6,1,1,29900,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"892",1003,803,32,1,2,1,1,2,2,2,2,5,3,4,3,5,3,3,0,1,21,1,0,80000,4,999,999,1,6,1,80000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"893",1006,906,54,1,0,2,2,2,1,2,2,3,1,4,2,5,2,2,0,1,16,1,12000,0,1,935,999,6,4,1,12000,44,2,1,4,1,1000,1,0,0,1,0,1,1,"0"
"894",1007,608,93,1,2,2,1,1,2,2,2,1,1,4,2,5,2,2,22900,1,22,2,21700,0,1,22,999,6,1,1,44600,23,1,1,4,1,1000,1,0,0,1,0,1,1,"1"
"895",1008,1101,52,4,0,2,2,2,1,2,2,5,1,4,3,5,3,3,0,1,19,2,0,14000,1,301,999,1,6,2,14000,324,2,1,3,2,3000,2,0,1,1,0,0,3,"0"
"896",1009,1102,99,1,2,2,1,1,2,2,2,1,1,4,2,5,2,2,12000,1,16,2,15600,0,2,22,50,6,1,1,55200,25,1,1,3,1,1000,1,0,0,1,0,1,1,"0"
"897",1010,1301,79,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,22,1,0,100000,1,935,999,1,1,1,102000,33,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"898",1011,601,89,1,0,1,2,2,2,2,2,5,1,4,3,5,3,3,0,3,19,2,0,5000,2,50,22,1,6,1,5000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"899",1012,403,45,1,2,2,1,2,2,2,1,5,1,4,3,5,3,3,0,1,20,2,0,0,1,84,999,1,6,1,70000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"900",1014,403,75,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,21,1,0,150000,2,50,22,1,1,1,150000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"901",1015,610,57,1,0,1,2,2,2,2,2,1,1,4,3,5,3,3,0,1,23,1,0,60000,1,902,999,1,1,1,90000,36,1,2,2,2,3000,2,0,1,1,0,0,1,"0"
"902",1016,613,67,1,0,1,2,2,2,2,2,5,1,4,2,5,2,2,0,2,14,1,0,0,1,615,999,6,6,1,0,25,1,2,4,6,4015,4,1,0,1,0,0,1,"0"
"903",1017,806,49,1,0,1,2,2,2,2,1,5,1,4,3,5,3,3,0,1,16,2,0,62000,4,999,999,1,6,1,62000,25,1,2,2,8,8000,15,0,0,1,1,0,1,"0"
"904",1018,403,64,1,0,2,2,1,2,2,2,1,1,4,3,5,3,2,0,1,21,1,15600,0,1,94,999,6,1,1,15600,25,2,1,2,1,1000,1,0,0,1,0,1,1,"0"
"905",1019,613,50,3,2,2,1,2,2,2,1,5,2,4,2,5,2,2,0,3,16,2,0,3400,1,706,999,6,6,1,3400,207,1,2,2,6,4000,5,1,0,1,0,0,4,"0"
"906",1020,611,8,1,0,1,2,2,2,2,2,5,1,4,2,5,2,2,0,3,19,2,0,25000,1,148,999,6,6,1,26000,36,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
