"SPORDER","PUMA","PWGTP","CIT","HIMRKS","HINS1","HINS2","HINS3","HINS4","HINS6","INTP","LANX","MAR","MIG","MIL","NWAB","NWAV","NWLA","NWLK","RETP","SCH","SCHL","SEX","SSP","WAGP","ANC","ANC1P","ANC2P","ESR","MSP","NATIVITY","PINCP","POBP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACASN","RACBLK","RACNUM","RACSOR","RACWHT","WAOB","Class"
2,704,82,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,19,2,0,25000,1,50,999,1,1,1,25000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
1,301,107,1,2,2,1,2,2,2,0,2,1,1,4,3,5,3,3,0,1,22,2,0,0,2,32,998,1,1,1,22300,36,1,2,1,1,1000,1,0,0,1,0,1,1,"No"
1,504,44,1,0,2,2,1,1,2,0,2,5,1,4,3,5,3,3,0,1,12,1,0,20000,4,999,999,1,6,1,20000,6,2,1,2,8,8000,15,0,0,1,1,0,1,"No"
3,608,77,1,0,2,2,2,2,2,0,2,5,1,4,2,5,2,2,0,1,16,1,0,0,2,50,22,6,6,1,0,25,2,2,2,1,1000,1,0,0,1,0,1,1,"No"
1,802,37,1,0,1,2,2,2,2,0,2,4,1,4,3,5,3,3,0,1,21,2,0,0,2,50,26,1,5,1,60000,33,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
1,506,50,1,0,1,2,2,2,2,0,2,1,1,4,1,2,2,2,3500,1,16,1,0,38500,2,935,920,2,1,1,42000,25,1,2,4,9,9000,17,0,0,2,0,1,1,"No"
2,602,191,1,0,1,2,2,2,2,0,2,1,3,4,3,5,3,3,0,1,19,1,0,90000,2,22,94,1,1,1,90000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
2,505,97,1,0,1,2,2,2,2,0,1,5,3,4,3,5,3,3,0,1,20,1,0,40000,1,82,999,1,6,1,40000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"No"
1,401,97,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,22,2,0,53000,2,50,26,1,1,1,53000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
2,1002,112,1,0,2,2,1,2,2,0,2,1,1,2,3,5,3,3,0,1,16,1,20400,0,2,22,32,1,1,1,52200,25,2,1,2,1,1000,1,0,0,1,0,1,1,"No"
2,805,51,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,22,2,0,79000,2,88,77,1,1,1,79000,36,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
1,612,49,4,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,23,2,0,170000,1,706,999,1,1,2,170000,207,1,2,2,6,4000,5,1,0,1,0,0,4,"No"
1,806,59,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,23,2,0,157000,1,51,999,1,1,1,157000,34,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
1,806,33,1,0,2,2,2,1,2,0,1,1,1,4,3,5,3,3,0,1,18,2,0,45000,4,999,999,1,1,1,45000,25,2,1,1,8,8000,15,0,0,1,1,0,1,"No"
2,703,108,1,0,1,2,2,2,2,0,2,1,1,2,3,5,3,3,40000,1,18,1,0,60000,1,84,999,1,1,1,125000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
3,804,78,1,0,2,2,2,1,2,0,1,5,1,4,2,5,2,2,0,2,13,1,0,0,1,510,999,6,6,1,0,25,2,1,2,8,8000,15,0,0,1,1,0,1,"No"
1,100,176,4,0,2,2,1,2,2,0,2,2,1,4,2,5,2,2,0,1,19,2,19000,0,1,785,999,6,3,2,20600,138,2,1,3,1,1000,1,0,0,1,0,1,5,"No"
2,1301,177,5,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,24,1,0,90000,1,21,999,1,1,2,90000,126,1,2,4,1,1000,1,0,0,1,0,1,5,"No"
1,1002,76,1,0,1,2,2,2,2,0,2,5,1,4,2,5,2,2,0,2,18,2,0,1000,2,51,32,1,6,1,1000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
3,604,61,1,0,1,2,2,2,2,0,2,5,1,4,2,5,2,2,0,2,13,1,0,4000,2,88,51,6,6,1,4000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
1,703,59,1,0,2,2,1,2,1,0,2,1,1,2,2,5,2,2,65000,1,22,1,35000,100000,1,142,999,6,1,1,202000,9,1,1,2,1,1000,1,0,0,1,0,1,1,"No"
1,801,113,1,0,1,2,2,1,2,0,2,5,1,4,3,5,3,3,0,1,20,2,0,74000,2,919,308,1,6,1,74000,25,1,1,2,2,3000,2,0,1,1,0,0,1,"No"
2,610,79,1,0,2,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,19,2,0,0,4,999,999,6,1,1,0,12,2,2,2,1,1000,1,0,0,1,0,1,1,"No"
1,606,53,2,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,20,1,0,110000,1,91,999,1,1,1,110000,72,1,2,2,9,9000,29,0,0,2,1,1,2,"No"
1,902,13,1,2,1,1,2,2,2,0,2,5,1,4,2,1,2,2,0,3,19,1,0,2200,1,939,999,1,6,1,2200,25,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
1,703,96,1,0,2,2,2,1,2,0,2,1,1,4,3,5,3,3,0,1,21,2,0,62000,2,51,46,1,1,1,62000,13,2,1,1,1,1000,1,0,0,1,0,1,1,"No"
1,902,96,1,0,1,2,2,2,2,0,2,3,1,4,3,5,3,3,0,1,21,2,0,58000,2,50,32,1,4,1,58000,17,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
1,1102,85,4,0,1,2,1,1,2,0,1,1,1,4,3,5,3,3,0,1,20,1,0,0,1,234,999,3,1,2,14200,364,1,1,2,9,9000,29,0,0,2,1,1,3,"No"
1,905,37,4,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,21,2,0,140000,1,720,999,1,1,2,140000,233,1,2,2,6,4008,6,1,0,1,0,0,4,"No"
2,701,64,4,0,2,2,2,1,2,0,1,3,1,4,3,5,3,3,0,1,20,1,0,80000,4,999,999,1,4,2,80000,301,2,1,2,1,1000,1,0,0,1,0,1,7,"No"
1,706,105,1,2,1,1,2,2,2,0,2,1,1,4,2,1,2,1,0,1,21,2,0,1000,2,22,935,3,1,1,1000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
2,1101,29,4,2,2,1,2,2,2,0,1,1,1,4,3,5,3,3,0,1,1,1,0,24000,1,510,999,1,1,2,24000,408,1,2,1,9,9000,38,0,1,2,1,0,6,"No"
2,201,20,1,0,1,2,2,2,1,0,2,1,1,2,3,5,3,3,0,1,17,1,0,55000,1,935,999,1,1,1,75000,25,1,1,4,1,1000,1,0,0,1,0,1,1,"Yes"
1,601,51,1,0,1,2,2,2,2,0,2,3,1,4,3,5,3,3,0,1,19,2,0,78000,1,88,999,1,4,1,78000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
1,401,66,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,2,19,1,0,0,1,939,999,6,6,1,0,25,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
2,1201,77,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,19,1,0,45000,2,50,22,1,6,1,45000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"No"
1,611,35,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,22,1,0,130000,2,21,32,1,1,1,130000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
1,902,60,1,2,2,1,2,2,2,0,2,1,1,4,2,5,2,2,0,1,21,2,0,0,1,195,999,6,1,1,0,25,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
2,901,60,1,2,1,1,2,2,2,0,2,5,1,4,3,5,3,3,0,1,22,1,0,100000,4,999,999,1,6,1,100000,25,1,2,1,7,7508,14,0,0,1,0,0,1,"No"
2,804,32,2,0,1,2,2,2,2,0,1,1,1,4,1,5,2,2,0,1,20,2,0,32800,1,261,999,2,1,1,32800,72,1,2,3,8,8000,15,0,0,1,1,0,2,"No"
3,705,71,1,2,2,1,2,2,2,0,2,5,1,4,3,5,3,3,0,1,16,2,0,22000,1,51,999,1,6,1,22000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
3,1004,53,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,2,13,1,0,500,2,51,50,1,6,1,500,25,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
3,905,80,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,3,13,2,0,3000,1,50,999,1,6,1,3000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
1,1001,103,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,20000,1,16,2,0,0,4,999,999,6,1,1,20000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
2,1102,173,1,2,1,1,1,2,2,0,2,1,1,4,3,5,2,2,17500,1,20,2,13800,0,2,142,50,6,1,1,31300,9,1,1,2,1,1000,1,0,0,1,0,1,1,"No"
1,805,164,1,0,1,2,2,2,2,0,2,1,3,4,3,5,3,3,0,1,22,2,0,130000,1,50,999,1,1,1,130000,36,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
1,608,60,1,2,1,1,1,2,2,0,2,2,1,4,2,5,2,2,71000,1,22,1,2700,0,1,51,999,6,3,1,73700,25,1,1,3,1,1000,1,0,0,1,0,1,1,"No"
1,611,62,1,2,2,1,1,2,2,0,2,2,1,4,2,5,2,2,36000,1,18,2,33000,0,1,84,999,6,3,1,69000,25,1,1,3,1,1000,1,0,0,1,0,1,1,"Yes"
2,706,56,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,20,1,0,120000,1,50,999,1,1,1,120000,42,1,2,1,1,1000,1,0,0,1,0,1,1,"No"
3,1004,181,5,0,1,2,2,2,2,0,1,5,1,4,2,5,2,2,0,2,12,2,0,0,1,510,999,1,6,2,0,408,1,2,4,9,9000,38,0,1,2,1,0,6,"No"
2,1002,63,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,19,1,0,70000,1,50,999,1,1,1,70000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
2,1004,40,1,0,2,2,1,1,2,0,1,1,1,4,2,5,2,2,0,1,11,2,12600,0,1,939,999,6,1,1,12600,25,2,1,3,1,1000,1,0,0,1,0,1,1,"No"
1,501,65,1,0,2,2,1,1,2,0,2,2,1,4,3,5,3,3,0,1,21,2,0,0,2,314,301,1,3,1,12000,36,2,1,1,2,3000,2,0,1,1,0,0,1,"No"
1,610,57,4,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,21,2,0,60000,1,716,999,1,1,2,60000,209,1,2,3,6,4000,5,1,0,1,0,0,4,"No"
1,1103,121,1,0,2,2,2,1,2,0,2,5,1,4,3,5,3,3,0,3,19,2,0,31000,1,50,999,1,6,1,31000,25,2,1,2,1,1000,1,0,0,1,0,1,1,"No"
1,901,60,1,0,2,2,1,2,2,0,2,1,1,4,2,5,2,2,0,1,20,2,34700,0,2,215,939,6,1,1,34700,48,2,1,3,9,9000,82,0,1,4,1,1,1,"No"
2,603,217,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,2,0,1,16,1,0,0,1,142,999,1,1,1,34100,25,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
1,506,43,5,0,2,2,1,2,2,0,1,1,1,4,3,5,3,3,25000,1,22,1,28000,40000,1,740,999,1,1,2,98000,215,2,1,4,6,4002,7,1,0,1,0,0,4,"No"
1,605,32,1,0,1,2,1,2,2,0,2,1,1,4,2,2,2,2,0,1,21,1,2200,0,3,996,999,6,1,1,2200,25,1,1,2,1,1000,1,0,0,1,0,1,1,"No"
3,704,159,1,0,1,2,2,1,2,0,1,5,1,4,3,5,3,3,0,2,18,1,0,8500,1,222,999,1,6,1,8500,25,1,1,3,3,5017,3,0,0,1,0,0,1,"No"
1,611,44,5,0,1,2,2,2,2,0,1,5,1,4,3,5,3,3,0,3,21,2,0,7000,4,999,999,1,6,2,7000,364,1,2,4,1,1000,1,0,0,1,0,1,3,"No"
2,705,62,4,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,18,2,0,0,1,360,999,1,1,2,100000,362,1,2,4,9,9000,29,0,0,2,1,1,3,"No"
1,403,43,1,0,2,2,2,1,2,0,2,5,1,4,2,5,2,2,0,1,19,2,0,0,2,26,50,6,6,1,4300,25,2,1,1,1,1000,1,0,0,1,0,1,1,"No"
2,1004,44,1,0,1,2,1,1,2,0,2,1,1,4,2,5,2,2,2800,1,17,2,16200,0,1,939,999,6,1,1,19000,25,1,1,3,1,1000,1,0,0,1,0,1,1,"Yes"
1,1104,119,1,0,2,2,2,1,2,0,2,3,1,4,2,1,2,1,0,1,18,2,0,23000,4,999,999,1,4,1,23000,9,2,1,2,1,1000,1,0,0,1,0,1,1,"Yes"
1,1201,54,1,0,1,2,1,2,2,0,2,1,1,4,3,5,3,3,0,1,21,1,36000,70000,1,195,999,1,1,1,106000,36,1,1,4,1,1000,1,0,0,1,0,1,1,"No"
1,403,71,1,0,1,2,1,2,2,0,2,2,1,4,2,3,2,2,1500,1,14,2,8400,0,1,935,999,6,3,1,9900,25,1,1,1,1,1000,1,0,0,1,0,1,1,"No"
1,906,56,1,0,1,2,2,2,2,0,2,4,1,4,3,5,3,3,0,1,16,1,0,115000,2,22,50,1,5,1,115000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"No"
1,613,61,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,22,2,0,20000,2,925,50,1,1,1,20000,18,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
1,905,206,1,0,2,2,2,1,2,0,2,4,1,4,3,5,3,3,0,1,18,2,0,11000,2,939,308,1,5,1,11000,12,2,1,1,2,3000,2,0,1,1,0,0,1,"No"
1,611,6,1,0,2,2,1,1,2,0,2,5,1,4,2,5,2,2,0,1,4,1,11000,0,2,939,51,6,6,1,11000,25,2,1,4,1,1000,1,0,0,1,0,1,1,"No"
2,507,90,1,0,2,2,2,1,2,0,2,5,1,4,3,5,3,3,0,1,16,2,0,30000,2,26,920,1,6,1,30000,25,2,1,3,9,9000,29,0,0,2,1,1,1,"No"
1,701,49,5,0,2,2,1,2,2,0,1,5,1,4,3,5,3,2,0,1,20,2,25500,0,1,32,999,6,6,2,25500,110,2,1,1,1,1000,1,0,0,1,0,1,5,"No"
2,906,113,1,2,2,1,1,2,2,0,2,1,1,4,3,5,2,2,0,1,22,2,0,0,1,22,999,6,1,1,0,34,1,1,3,1,1000,1,0,0,1,0,1,1,"No"
1,804,99,1,2,1,1,2,2,2,0,1,5,1,4,3,5,3,3,0,1,20,2,0,51000,1,271,999,1,6,1,51000,37,1,2,2,9,9000,38,0,1,2,1,0,1,"No"
1,1103,61,1,2,2,1,1,2,2,0,2,3,1,4,3,5,3,3,0,3,21,2,0,14000,2,51,32,1,4,1,14000,36,1,1,1,1,1000,1,0,0,1,0,1,1,"No"
3,1001,131,1,0,1,2,2,2,2,0,2,5,3,4,3,5,3,3,0,3,21,2,0,31800,2,50,431,1,6,1,31800,25,1,2,1,1,1000,1,0,0,1,0,1,1,"No"
1,612,98,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,20,1,0,116000,1,50,999,1,1,1,116000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
1,502,52,1,0,1,2,1,2,2,0,2,1,1,4,2,5,2,2,25000,1,16,2,3500,0,2,24,22,6,1,1,28500,25,1,1,1,1,1000,1,0,0,1,0,1,1,"No"
1,402,75,1,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,20,2,0,8000,1,261,999,1,1,1,8000,25,1,2,4,8,8000,15,0,0,1,1,0,1,"No"
2,1103,64,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,3,22,2,0,65000,1,50,999,1,1,1,65000,9,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
1,1003,149,5,0,2,2,1,1,2,0,1,3,1,4,2,5,2,2,0,1,8,2,10800,0,1,84,999,6,4,2,10800,130,2,1,3,1,1000,1,0,0,1,0,1,5,"No"
2,902,59,1,0,1,2,1,2,2,0,2,5,1,4,2,5,2,2,0,1,16,2,1600,0,1,50,999,6,6,1,1600,25,1,1,4,1,1000,1,0,0,1,0,1,1,"No"
2,703,88,1,0,2,2,1,2,2,0,2,1,1,2,3,5,3,3,0,1,21,1,15000,25000,2,22,32,1,1,1,40000,18,2,1,4,1,1000,1,0,0,1,0,1,1,"No"
1,402,94,4,0,1,2,2,2,2,0,1,3,1,4,3,5,3,3,0,1,21,2,0,96000,1,750,999,1,4,2,96000,217,1,2,4,6,4003,8,1,0,1,0,0,4,"No"
2,100,66,5,0,2,2,1,1,2,0,2,1,1,4,2,5,2,2,9500,1,21,1,21900,34300,1,22,999,6,1,2,65700,238,2,1,1,1,1000,1,0,0,1,0,1,4,"No"
2,1104,56,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,2,0,70000,1,24,999,1,1,1,70000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
1,201,97,1,0,2,2,1,1,2,0,2,3,1,4,2,5,2,2,0,1,16,1,20400,0,2,935,920,6,4,1,20400,25,2,1,4,1,1000,1,0,0,1,0,1,1,"No"
2,701,64,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,22,2,0,45000,4,999,999,1,6,1,45000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
1,609,153,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,1,0,109000,2,171,129,1,1,1,109000,11,1,2,1,1,1000,1,0,0,1,0,1,1,"No"
3,801,25,5,2,2,1,2,2,2,0,2,5,2,4,2,5,2,2,0,3,22,1,0,0,1,615,999,6,6,2,0,210,1,2,4,6,4015,4,1,0,1,0,0,4,"No"
1,201,21,1,2,2,1,2,2,2,0,2,1,1,4,3,5,3,3,0,1,19,2,0,29000,2,89,935,1,1,1,29000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
1,1103,66,1,0,2,2,2,1,2,0,2,1,1,4,3,5,3,3,0,1,21,2,0,0,1,50,999,1,1,1,29000,25,2,1,2,1,1000,1,0,0,1,0,1,1,"No"
2,401,53,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,16,1,0,0,2,51,26,1,1,1,60000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
2,301,121,1,0,2,2,2,1,2,0,2,5,1,4,3,5,3,3,0,1,21,2,0,15000,4,999,999,1,6,1,15000,25,2,1,2,1,1000,1,0,0,1,0,1,1,"No"
1,801,66,1,1,1,1,2,2,2,0,2,5,1,4,3,5,3,3,0,3,19,1,0,4500,1,50,999,1,6,1,4500,24,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
1,801,45,1,0,1,2,2,2,2,0,2,5,3,4,3,5,3,3,0,3,16,1,0,4300,4,999,999,2,6,1,4300,25,1,2,2,6,4025,10,1,0,1,0,0,1,"No"
1,611,71,1,0,1,2,2,2,2,0,2,5,3,4,3,5,3,3,0,1,24,2,0,32000,1,706,999,1,6,1,32000,12,1,2,1,6,4000,5,1,0,1,0,0,1,"No"
2,601,29,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,2,21,2,0,65000,1,50,999,1,1,1,65000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
2,704,61,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,2,0,109000,1,26,999,1,1,1,109000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
2,402,65,1,0,2,2,1,2,2,0,2,1,1,4,3,5,3,3,0,1,21,2,0,105000,1,50,999,1,1,1,105000,9,2,1,2,1,1000,1,0,0,1,0,1,1,"No"
2,610,57,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,21,2,0,83000,2,226,998,1,6,1,83000,36,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
2,201,13,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,1,0,0,1,32,999,1,1,1,38200,36,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
2,601,53,1,0,2,2,1,2,2,0,2,1,1,4,2,5,2,2,24000,1,16,1,0,58000,1,51,999,1,1,1,82000,25,2,1,4,1,1000,1,0,0,1,0,1,1,"No"
2,402,67,1,1,2,1,2,2,2,0,1,3,1,4,3,5,3,3,0,1,20,2,0,45000,1,261,999,1,4,1,45000,34,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
2,702,55,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,22,2,0,48000,2,109,32,1,1,1,51000,42,1,2,1,1,1000,1,0,0,1,0,1,1,"No"
1,201,23,4,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,22,1,0,55000,4,999,999,1,1,2,55000,332,1,2,3,2,3000,2,0,1,1,0,0,3,"No"
1,610,45,5,0,2,2,2,2,2,0,2,3,1,4,3,5,3,3,0,3,19,1,0,70000,4,999,999,1,4,2,64100,440,2,2,2,2,3000,2,0,1,1,0,0,6,"No"
1,1004,48,1,2,1,1,1,2,2,0,2,2,3,4,2,1,2,1,3600,1,21,2,30800,45300,1,148,999,3,3,1,81900,36,1,1,2,1,1000,1,0,0,1,0,1,1,"No"
2,403,60,4,0,1,2,2,2,2,0,2,5,1,4,2,5,2,2,0,2,16,1,0,0,1,148,999,6,6,2,0,163,1,2,1,1,1000,1,0,0,1,0,1,5,"No"
3,100,7,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,2,14,1,0,7000,4,999,999,1,6,1,7000,51,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
1,1102,59,1,0,1,2,1,2,2,0,2,2,1,4,3,5,3,3,25000,1,20,1,0,102000,2,935,22,1,3,1,127000,25,1,1,3,1,1000,1,0,0,1,0,1,1,"No"
1,606,78,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,2,0,193000,1,50,999,1,1,1,193000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
1,905,46,1,0,1,2,1,2,1,0,2,1,1,2,3,5,2,2,3200,1,16,1,10800,0,1,22,999,6,1,1,14000,25,1,1,4,1,1000,1,0,0,1,0,1,1,"No"
1,1104,140,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,2,21,2,0,45000,1,50,999,1,6,1,45000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"No"
2,609,64,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,18,2,0,31000,1,902,999,1,6,1,31000,25,1,2,3,2,3000,2,0,1,1,0,0,1,"No"
1,1004,46,5,0,2,2,2,2,2,0,1,4,3,4,3,5,3,3,0,1,16,2,0,18400,1,534,999,1,5,2,18400,427,2,2,4,2,3000,2,0,1,1,0,0,6,"No"
1,201,20,1,2,2,1,1,2,2,0,2,1,1,4,2,5,2,2,0,1,16,2,0,9400,3,996,999,6,1,1,9400,25,1,1,3,1,1000,1,0,0,1,0,1,1,"No"
2,503,46,4,0,2,2,1,1,2,0,1,1,1,4,2,5,2,2,0,1,21,2,0,0,1,615,999,6,1,2,5800,210,1,1,3,6,4015,4,1,0,1,0,0,4,"No"
3,905,49,1,2,2,1,2,2,2,0,1,5,1,4,3,5,3,3,0,1,16,2,0,700,2,226,223,6,6,1,700,25,1,2,3,8,8000,15,0,0,1,1,0,1,"No"
3,901,98,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,3,14,2,0,2000,3,996,999,1,6,1,2000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
2,1003,193,4,0,2,2,1,1,2,0,2,3,3,4,2,5,2,2,0,1,1,2,0,0,4,999,999,6,4,2,0,129,2,1,1,1,1000,1,0,0,1,0,1,5,"No"
1,609,73,1,0,1,2,2,2,2,0,2,5,3,4,3,5,3,3,0,1,21,1,0,53000,2,32,94,1,6,1,53000,31,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
2,602,69,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,22,2,0,68000,1,50,999,1,1,1,68000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"No"
2,100,100,1,0,1,2,2,2,2,0,2,1,1,2,3,5,3,3,0,1,22,2,0,112000,1,50,999,1,1,1,112000,19,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
1,301,33,1,0,1,2,2,2,2,0,2,5,3,4,2,5,2,2,0,2,18,1,0,7200,1,26,999,6,6,1,7200,33,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
1,502,31,1,0,2,2,1,2,2,0,2,1,1,4,3,5,3,3,2100,1,14,2,2100,0,4,999,999,6,1,1,4200,25,2,1,1,1,1000,1,0,0,1,0,1,1,"No"
1,901,46,1,0,1,2,1,2,2,0,2,1,1,4,2,5,2,2,62000,1,22,2,4300,0,1,142,999,6,1,1,66300,25,1,1,4,1,1000,1,0,0,1,0,1,1,"No"
1,201,71,1,0,2,2,1,2,2,0,1,2,1,4,2,5,2,2,15800,1,22,2,13200,0,1,142,999,6,3,1,29000,34,2,1,1,1,1000,1,0,0,1,0,1,1,"No"
2,904,71,1,0,1,2,2,2,2,0,2,5,1,4,2,5,2,2,0,2,14,2,0,440,2,50,939,6,6,1,440,25,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
1,301,116,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,17,2,0,0,4,999,999,6,1,1,0,9,1,2,1,1,1000,1,0,0,1,0,1,1,"No"
1,905,45,1,0,2,2,1,2,2,0,2,1,1,4,2,3,2,2,0,1,23,1,35000,0,2,142,148,6,1,1,35000,36,2,1,4,1,1000,1,0,0,1,0,1,1,"No"
1,607,77,1,0,1,2,1,2,2,0,2,1,1,4,3,5,3,3,0,3,19,2,14400,3000,4,999,999,1,1,1,17400,25,1,1,2,1,1000,1,0,0,1,0,1,1,"No"
3,704,89,1,0,2,2,2,1,2,0,2,5,1,4,3,5,3,3,0,2,12,1,19000,8000,2,998,26,1,6,1,27000,25,2,1,3,1,1000,1,0,0,1,0,1,1,"No"
1,704,115,5,0,2,2,1,1,2,0,1,1,3,4,3,5,3,3,0,1,16,1,0,6300,1,275,999,1,1,2,6300,329,2,1,1,8,8000,15,0,0,1,1,0,3,"No"
1,701,75,1,0,2,2,2,1,2,0,2,1,1,4,3,5,3,3,0,1,16,2,0,42000,2,142,26,1,1,1,42000,25,2,1,1,1,1000,1,0,0,1,0,1,1,"No"
1,803,136,1,0,1,2,2,2,2,0,2,3,1,4,3,5,3,3,0,1,22,2,0,200000,1,88,999,1,4,1,200000,36,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
1,403,63,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,2,0,75000,2,51,50,1,1,1,75000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"No"
2,612,130,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,22,1,0,4800,1,22,999,1,1,1,4800,9,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
1,201,65,1,0,2,2,2,1,2,0,1,3,1,4,2,1,2,1,30000,1,21,2,0,0,2,51,129,3,4,1,30000,9,2,1,3,1,1000,1,0,0,1,0,1,1,"No"
1,801,49,5,1,2,1,2,2,2,0,1,5,1,4,2,5,2,2,0,3,19,1,0,0,1,706,999,6,6,2,0,207,1,2,3,6,4000,5,1,0,1,0,0,4,"No"
