"SPORDER","PUMA","PWGTP","CIT","COW","GCL","HIMRKS","HINS1","HINS2","HINS3","HINS4","HINS6","INTP","JWTRNS","LANX","MAR","MARHM","MARHT","MARHW","MARHYP","MIG","MIL","NWAB","NWAV","NWLA","NWLK","RETP","SCH","SCHL","SEX","SSP","WAGP","WKHP","WKWN","WRK","ANC","ANC1P","ANC2P","ESR","INDP","MSP","NATIVITY","OC","OCCP","PERNP","PINCP","POBP","POVPIP","POWPUMA","POWSP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACASN","RACBLK","RACNUM","RACSOR","RACWHT","RC","WAOB","Class"
1,100,364,5,1,2,0,1,2,2,2,2,0,1,1,1,2,1,2,1988,1,4,3,5,3,3,0,1,16,1,0,40000,53,52,1,1,235,999,1,2870,1,2,0,8810,40000,40000,365,292,2100,36,1,2,4,9,9000,29,0,0,2,1,1,0,3,"No"
1,602,33,1,1,NA,0,2,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,16,1,520,6600,20,52,1,2,26,261,1,5571,6,1,0,4760,6600,7120,25,35,290,33,2,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
5,603,54,1,NA,1,0,2,2,1,2,2,0,NA,2,2,2,1,2,1970,1,4,2,5,2,2,0,1,15,2,7200,0,NA,NA,2,2,50,26,6,NA,3,1,0,NA,0,7200,25,461,NA,NA,2,1,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,503,62,1,1,2,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,19,1,0,90000,44,52,1,2,50,32,1,7460,6,1,0,5610,90000,90000,25,501,600,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
2,607,46,1,6,2,2,2,1,2,2,2,0,1,2,1,2,1,2,1985,1,4,3,5,3,3,0,1,21,2,0,0,25,52,1,1,190,999,1,7670,1,1,0,440,53000,53000,36,501,700,25,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
2,612,226,1,6,NA,0,2,2,2,1,2,0,11,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,16,1,0,0,30,52,1,1,431,999,1,4590,6,1,0,520,423000,423000,25,501,600,25,2,1,4,1,1000,1,0,0,1,0,1,0,1,"No"
2,1003,108,1,1,2,2,1,1,2,2,2,0,1,2,1,2,2,2,2016,1,4,3,5,3,3,0,1,16,1,0,90000,40,52,1,2,84,22,1,770,1,1,0,6330,90000,90000,25,501,800,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
1,906,190,1,1,2,0,2,2,1,2,2,0,NA,2,1,2,1,2,1981,1,4,2,5,2,2,0,1,21,1,39000,0,NA,NA,2,2,32,22,6,6970,1,1,0,1006,0,39000,9,293,NA,NA,2,1,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,301,37,1,2,NA,0,1,2,2,2,2,0,11,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,3,19,2,0,950,6,31,NA,4,999,999,1,7870,6,1,NA,2350,950,950,26,NA,290,25,1,2,3,1,1000,1,0,0,1,0,1,NA,1,"No"
1,906,102,1,4,2,0,1,2,2,2,2,0,11,2,1,2,1,2,2018,1,4,3,5,3,3,0,1,23,2,0,117000,38,52,1,2,924,50,1,9370,1,1,0,2100,117000,117000,36,501,900,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
2,703,55,1,1,2,0,1,2,2,2,2,5000,1,2,1,2,1,2,2010,1,4,3,5,3,3,0,1,22,2,0,715000,60,52,1,2,51,50,1,6970,1,1,0,4820,715000,720000,25,501,800,25,1,2,1,9,9000,29,0,0,2,1,1,0,1,"No"
1,705,68,1,1,2,0,2,2,2,1,2,0,1,2,3,2,1,2,1999,1,4,3,5,3,3,0,1,21,2,0,16000,27,36,1,2,87,22,1,5392,4,1,0,4700,16000,33100,25,209,700,25,2,1,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,612,31,1,2,2,0,2,2,1,2,2,0,10,2,1,2,1,2,1971,1,4,3,5,3,3,2900,1,21,1,2200,40000,30,52,1,1,68,999,1,7860,1,1,0,9121,40000,45100,36,342,600,25,2,1,3,1,1000,1,0,0,1,0,1,0,1,"No"
1,704,15,1,NA,2,0,2,2,1,1,2,0,NA,2,5,NA,NA,NA,NA,1,4,2,5,2,2,0,1,22,2,4700,0,NA,NA,2,1,50,999,6,NA,6,1,NA,NA,0,4700,25,32,NA,NA,2,1,2,1,1000,1,0,0,1,0,1,NA,1,"Yes"
1,1004,68,4,6,2,0,1,2,1,2,2,1700,11,1,1,2,1,2,1974,1,4,3,5,3,3,67000,1,21,1,6000,0,25,11,1,1,84,999,1,7280,1,2,0,800,13700,88400,129,501,1000,25,1,1,3,1,1000,1,0,0,1,0,1,0,5,"No"
3,1102,94,1,1,NA,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,2,14,1,0,3000,24,40,NA,4,999,999,1,8680,6,1,1,4110,3000,3000,25,501,1100,25,1,2,4,1,1000,1,0,0,1,0,1,1,1,"No"
2,1102,62,1,1,2,0,1,2,2,1,2,0,NA,2,1,2,1,2,1995,1,4,3,5,3,3,35200,1,19,1,0,0,NA,NA,NA,4,999,999,6,770,1,1,0,6442,0,62000,36,501,NA,NA,1,1,3,1,1000,1,0,0,1,0,1,0,1,"Yes"
2,507,27,1,NA,2,0,1,2,2,2,2,0,NA,2,1,2,1,2,2014,1,4,2,5,2,2,0,1,21,1,0,0,NA,NA,2,2,26,935,6,NA,1,1,0,NA,0,0,44,380,NA,NA,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
4,1104,175,1,1,NA,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,3,21,2,0,12000,40,10,1,4,999,999,1,8191,6,1,0,3255,12000,12000,25,501,900,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
4,1002,299,1,1,NA,0,1,2,2,1,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,16,1,0,20000,25,40,1,3,996,999,1,4470,6,1,0,9620,20000,25400,25,161,1000,25,1,1,3,1,1000,1,0,0,1,0,1,0,1,"No"
2,609,81,1,1,2,0,1,2,2,2,2,25000,NA,2,1,2,1,2,1984,1,4,2,5,2,2,71000,1,22,1,0,0,NA,NA,2,1,50,999,6,6991,1,1,0,120,0,96000,9,501,NA,NA,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,611,60,1,2,2,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,22,1,0,60000,40,52,1,1,750,999,1,7860,6,1,0,2320,60000,60000,19,384,600,25,1,2,1,6,4003,8,1,0,1,0,0,0,1,"No"
3,603,111,1,1,2,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,18,1,0,30000,40,52,1,1,68,999,1,6871,6,1,0,120,30000,30000,25,501,600,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,1103,125,1,1,2,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,2,3,5,3,3,0,1,18,1,0,35800,40,52,1,2,51,50,1,8290,6,1,0,4220,35800,35800,25,232,1100,25,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,607,65,1,2,2,0,1,2,2,2,2,0,1,1,1,2,1,2,2008,1,4,3,5,3,3,0,1,24,1,0,200000,60,52,1,1,750,999,1,7870,1,1,0,2205,225000,225000,48,501,800,25,1,2,2,6,4003,8,1,0,1,0,0,0,1,"No"
1,613,41,4,1,2,0,2,2,1,2,2,0,1,1,2,2,1,2,1963,1,4,2,5,2,2,0,1,1,2,16800,715000,60,52,1,1,599,999,1,8370,3,2,0,3603,715000,731800,457,501,900,25,2,1,3,2,3000,2,0,1,1,0,0,0,6,"No"
1,906,61,1,4,2,0,2,2,2,2,2,0,NA,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,16,1,0,680,7,52,1,1,902,999,6,7860,6,1,NA,2545,680,680,25,NA,NA,NA,2,2,3,2,3000,2,0,1,1,0,0,NA,1,"No"
1,805,59,1,6,2,0,1,2,2,2,2,0,1,2,1,2,1,2,2020,1,4,3,5,3,3,0,1,21,1,0,40000,10,44,1,4,999,999,1,7870,1,1,0,2205,50000,50000,36,501,800,25,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,904,134,1,2,2,0,1,2,2,2,2,0,1,2,1,2,1,2,2018,1,4,2,5,2,2,0,1,21,1,0,50000,80,52,1,1,720,999,1,6680,1,1,0,7420,50000,50000,25,350,900,25,1,2,1,6,4008,6,1,0,1,0,0,0,1,"No"
1,401,112,1,1,2,0,1,2,1,2,2,3000,11,2,5,NA,NA,NA,NA,1,4,3,5,3,3,12000,1,22,2,16300,160000,40,52,1,1,142,999,1,6991,6,1,0,1240,160000,191300,25,501,400,25,1,1,1,1,1000,1,0,0,1,0,1,0,1,"No"
2,603,87,4,NA,2,0,2,2,1,2,2,0,NA,1,1,2,1,2,1973,1,4,2,5,2,2,2800,1,21,2,11200,0,NA,NA,2,3,996,999,6,NA,1,2,0,NA,0,14000,164,306,NA,NA,2,1,1,8,8000,15,0,0,1,1,0,0,5,"No"
2,903,114,5,1,2,0,1,2,2,2,2,0,1,1,1,2,1,2,2010,1,4,3,5,3,3,0,1,21,2,0,90000,40,52,NA,4,999,999,1,7460,1,2,0,8740,90000,90000,210,501,800,25,1,2,3,6,4015,4,1,0,1,0,0,0,4,"No"
2,609,71,5,1,2,0,1,2,2,2,2,0,2,1,1,1,1,2,2023,3,4,3,5,3,3,0,1,24,1,0,50000,40,52,1,1,615,999,1,7460,2,2,0,1530,50000,50000,210,316,900,25,1,2,4,6,4015,4,1,0,1,0,0,0,4,"No"
3,1201,140,1,1,NA,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,NA,3,5,3,3,0,2,13,2,0,4800,12,52,1,2,82,142,1,8680,6,1,1,4030,4800,4800,44,386,1290,25,1,2,4,1,1000,1,0,0,1,0,1,1,1,"No"
1,702,85,1,NA,2,0,2,2,1,1,2,0,NA,2,3,2,1,2,1969,1,4,2,5,2,2,0,1,20,2,15000,0,NA,NA,2,1,935,999,6,NA,4,1,0,NA,0,15000,25,104,NA,NA,2,1,1,1,1000,1,0,0,1,0,1,0,1,"Yes"
2,605,82,1,1,2,0,1,2,2,2,2,0,2,2,1,2,1,2,2020,1,4,3,5,3,3,0,1,21,1,0,250000,40,52,NA,4,999,999,1,6991,1,1,0,1021,250000,250000,42,501,800,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
2,1301,74,1,1,2,0,1,2,2,2,2,0,1,2,1,2,1,2,2001,1,4,3,5,3,3,0,1,21,2,0,30000,40,52,1,1,195,995,1,770,1,1,0,5740,30000,30000,17,501,1290,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,1004,75,1,1,NA,0,1,2,2,2,2,0,NA,2,5,NA,NA,NA,NA,1,4,2,1,2,1,0,2,19,1,0,2300,60,9,2,1,308,999,3,8470,6,1,NA,4622,2300,2300,25,NA,NA,NA,1,2,3,2,3000,2,0,1,1,0,0,NA,1,"No"
1,801,35,1,NA,NA,0,1,2,2,2,2,0,NA,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,3,19,2,0,0,NA,NA,NA,4,999,999,6,NA,6,1,NA,NA,0,0,25,NA,NA,NA,1,2,4,2,3000,2,0,1,1,0,0,NA,1,"No"
1,1103,31,1,1,2,2,1,1,1,2,2,0,NA,2,1,2,2,2,2018,1,3,2,5,2,2,25000,1,22,1,10000,0,NA,NA,2,2,50,142,6,6992,1,1,0,800,0,35000,9,501,NA,NA,1,1,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,1002,101,1,1,NA,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,21,2,0,70000,43,52,1,1,142,999,1,4670,6,1,0,4760,70000,70000,25,446,900,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,705,41,1,NA,2,2,2,1,1,1,2,0,NA,2,2,2,1,2,1961,1,4,3,5,3,3,15200,1,21,2,0,0,NA,NA,NA,1,26,999,6,NA,3,1,NA,NA,0,15200,25,NA,NA,NA,1,1,2,1,1000,1,0,0,1,0,1,NA,1,"Yes"
1,806,200,1,NA,2,0,2,2,1,2,2,0,NA,1,3,2,1,2,1970,1,4,2,5,2,2,0,1,1,1,10000,0,NA,NA,2,1,239,999,6,NA,4,1,0,NA,0,10000,25,218,NA,NA,2,1,1,1,1000,1,0,0,1,0,1,0,1,"Yes"
1,1002,69,1,4,NA,0,1,2,2,2,2,0,11,1,5,NA,NA,NA,NA,1,4,3,5,3,3,0,3,19,2,0,510,8,12,NA,4,999,999,1,7860,6,1,NA,2310,510,510,48,NA,1000,25,1,2,2,6,4000,5,1,0,1,0,0,NA,1,"No"
4,301,31,5,7,2,1,2,1,2,2,2,0,1,1,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,13,1,0,43000,7,52,NA,4,999,999,1,8680,6,2,0,4000,43000,43000,202,274,290,25,1,2,3,6,4006,10,1,0,1,0,0,0,4,"No"
3,1104,44,1,NA,NA,2,2,1,2,1,2,0,NA,2,5,NA,NA,NA,NA,1,4,2,5,2,2,0,1,15,1,0,0,NA,NA,2,4,999,999,6,NA,6,1,0,NA,0,10800,44,501,NA,NA,1,1,4,1,1000,1,0,0,1,0,1,0,1,"Yes"
1,402,87,4,NA,2,0,2,2,1,2,2,0,NA,1,1,2,1,2,1968,1,4,3,5,2,2,0,1,15,1,8400,0,NA,NA,2,1,785,999,6,NA,1,2,0,NA,0,8400,247,91,NA,NA,2,1,4,6,4014,9,1,0,1,0,0,0,4,"No"
1,904,110,4,2,2,0,2,2,1,2,2,0,1,1,3,2,1,2,1992,1,4,3,5,3,3,0,1,17,2,19000,49000,40,52,1,1,233,999,1,8180,4,2,0,3300,49000,68000,363,431,800,25,2,1,1,9,9000,29,0,0,2,1,1,0,3,"No"
1,1104,104,1,NA,2,2,2,1,1,2,2,2000,NA,2,1,2,1,2,1967,1,2,2,5,2,2,35000,1,21,1,35000,0,NA,NA,2,1,22,999,6,NA,1,1,0,NA,0,72000,25,497,NA,NA,1,1,1,1,1000,1,0,0,1,0,1,0,1,"No"
3,802,23,1,2,NA,0,2,2,2,1,2,0,3,1,5,NA,NA,NA,NA,1,4,3,5,3,3,0,3,19,1,0,8000,30,52,1,1,795,999,1,8290,6,1,0,3930,8000,8000,25,119,800,25,2,1,1,6,4000,5,1,0,1,0,0,0,1,"No"
3,403,88,1,2,NA,0,1,2,2,2,2,0,NA,2,5,NA,NA,NA,NA,3,4,2,1,2,1,0,1,21,1,0,3200,40,14,2,2,50,22,3,7780,6,1,0,725,3200,3200,25,501,NA,NA,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
2,609,68,1,1,2,0,1,2,2,2,2,1500,11,2,1,2,1,2,2021,1,4,3,5,3,3,0,1,22,1,0,175000,40,52,1,2,935,50,1,7380,1,1,0,1530,175000,176500,23,501,600,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
1,703,52,1,1,2,0,1,2,2,2,2,0,1,2,4,2,2,2,2002,1,4,3,5,3,3,0,1,19,1,0,120000,60,52,1,1,32,999,1,3291,5,1,0,7330,120000,120000,23,501,5100,41,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
3,704,45,4,NA,2,2,2,1,1,1,2,0,NA,1,2,2,2,2,1972,1,4,2,5,2,2,7500,1,15,2,28800,0,NA,NA,2,1,51,999,6,NA,3,2,0,NA,0,36300,120,501,NA,NA,1,1,4,1,1000,1,0,0,1,0,1,0,5,"No"
1,1301,98,1,1,2,0,2,2,1,2,2,0,1,2,3,2,1,2,1979,1,4,3,5,3,3,4500,1,16,2,45500,65000,40,52,1,2,924,50,1,8590,4,1,0,20,65000,115000,25,501,1290,25,2,1,2,1,1000,1,0,0,1,0,1,0,1,"No"
3,402,87,1,1,NA,0,2,2,2,2,2,0,1,2,5,NA,NA,NA,NA,3,4,3,5,3,3,0,1,16,1,0,2900,25,19,1,1,902,999,1,5392,6,1,0,8990,2900,2900,25,383,100,25,2,2,1,2,3000,2,0,1,1,0,0,0,1,"No"
2,805,56,1,2,2,0,1,2,2,2,2,0,11,2,1,2,1,2,1988,1,4,3,5,3,3,0,1,24,2,0,95000,50,52,NA,4,999,999,1,7860,1,1,0,2310,95000,95000,25,501,800,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
3,802,60,1,1,2,0,2,2,2,1,2,0,11,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,21,1,0,70000,40,52,NA,4,999,999,1,7590,6,1,0,160,70000,70000,9,501,800,25,2,1,2,1,1000,1,0,0,1,0,1,0,1,"No"
4,901,60,1,1,NA,0,1,2,2,2,2,0,NA,2,5,NA,NA,NA,NA,1,NA,2,5,2,2,0,2,13,2,0,2100,15,7,2,2,50,51,6,8590,6,1,1,4020,2100,2100,25,501,NA,NA,1,2,2,1,1000,1,0,0,1,0,1,1,1,"No"
3,1201,71,5,NA,NA,0,2,2,2,2,2,0,NA,2,5,NA,NA,NA,NA,2,4,2,3,2,2,0,1,16,1,0,0,NA,NA,2,1,239,999,6,NA,6,2,0,NA,0,0,373,0,NA,NA,2,2,2,8,8000,15,0,0,1,1,0,0,3,"No"
2,706,62,4,NA,2,2,2,1,2,2,2,0,NA,1,1,2,1,2,2012,1,4,2,5,2,2,0,1,14,1,1000,0,NA,NA,2,1,275,999,6,NA,1,2,0,NA,0,1000,329,173,NA,NA,1,2,4,9,9000,38,0,1,2,1,0,0,3,"No"
1,605,32,1,NA,2,0,2,2,1,1,2,0,NA,2,5,NA,NA,NA,NA,1,4,2,5,2,2,0,1,16,1,0,0,NA,NA,2,1,22,999,6,NA,6,1,NA,NA,0,9300,25,58,NA,NA,2,1,3,1,1000,1,0,0,1,0,1,NA,1,"Yes"
1,501,20,1,NA,2,2,2,1,1,2,2,0,NA,2,2,2,1,1,1977,1,4,2,5,2,2,0,1,16,2,25900,0,NA,NA,2,2,22,935,6,NA,3,1,0,NA,0,25900,25,184,NA,NA,1,1,4,9,9000,17,0,0,2,0,1,0,1,"No"
1,502,239,4,1,2,0,2,2,2,1,2,0,1,1,1,2,1,2,1992,1,4,3,5,3,3,5000,1,16,1,0,125000,73,52,1,1,750,999,1,2880,1,2,0,8030,125000,130000,217,501,500,25,2,1,4,6,4003,8,1,0,1,0,0,0,4,"No"
2,607,32,1,1,2,0,1,2,2,2,2,0,1,2,1,2,1,2,2017,1,4,3,5,3,3,0,1,20,1,0,95000,50,52,1,2,51,50,1,770,1,1,0,7340,95000,95000,25,501,600,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
2,704,59,1,6,2,0,1,2,2,2,2,4000,1,2,1,2,1,2,2014,1,4,3,5,3,3,0,1,23,1,0,0,60,52,1,1,50,999,1,7270,1,1,0,2100,20000,24000,25,141,800,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
1,703,54,1,1,2,0,1,2,2,2,2,0,11,2,1,2,1,2,2018,1,4,3,5,3,3,0,1,21,2,0,100000,40,32,1,2,51,50,1,7380,1,1,0,710,100000,100000,25,501,700,25,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
4,604,69,1,1,NA,2,2,1,2,2,2,0,NA,2,5,NA,NA,NA,NA,1,4,2,5,2,2,0,2,14,1,0,2000,12,8,2,1,939,999,6,170,6,1,0,4030,2000,2000,25,501,NA,NA,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
2,805,80,1,1,NA,0,1,2,2,2,2,0,1,2,1,2,1,2,2019,1,4,3,5,3,3,0,1,21,1,0,150000,55,52,1,1,88,999,1,5491,1,1,0,10,150000,150000,48,501,900,25,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
2,1004,176,1,NA,2,0,2,2,1,1,2,0,NA,2,1,2,1,2,1971,1,2,2,5,2,2,23000,1,23,1,19500,0,NA,NA,2,1,148,999,6,NA,1,1,0,NA,0,42500,25,283,NA,NA,2,1,2,1,1000,1,0,0,1,0,1,0,1,"No"
2,1002,72,5,1,2,2,2,1,1,2,2,0,1,1,1,2,1,2,1982,1,4,3,5,3,3,0,1,18,2,3600,24000,20,52,1,1,750,999,1,9070,1,2,0,440,24000,27600,217,501,1000,25,1,1,1,6,4003,8,1,0,1,0,0,0,4,"No"
1,1004,40,2,1,2,0,2,2,2,1,2,0,1,1,4,2,2,2,1993,1,4,3,5,3,3,0,1,17,1,0,78000,60,52,1,1,261,999,1,1190,5,1,0,9130,78000,78020,72,500,1000,25,2,1,4,9,9000,29,0,0,2,1,1,0,2,"No"
2,602,194,5,6,2,0,2,2,2,2,2,0,1,1,3,2,1,2,1999,3,4,3,5,3,3,0,1,16,2,0,0,30,52,1,1,360,999,1,9290,4,2,0,4230,30000,30000,362,192,600,25,2,2,3,9,9000,29,0,0,2,1,1,0,3,"No"
3,504,65,1,2,2,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,22,1,0,80000,40,52,NA,4,999,999,1,7870,6,1,0,2205,80000,80000,6,501,500,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
2,601,30,1,2,2,0,1,2,2,2,2,0,NA,2,1,2,1,2,1980,1,4,2,5,2,2,0,1,22,2,0,0,NA,NA,2,2,22,21,6,7860,1,1,0,2310,0,0,26,213,NA,NA,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
3,704,66,1,NA,NA,2,2,1,2,2,2,0,NA,1,5,NA,NA,NA,NA,1,4,3,5,3,3,0,3,16,2,0,0,NA,NA,NA,1,360,999,6,NA,6,1,0,NA,0,0,25,463,NA,NA,1,2,1,9,9000,38,0,1,2,1,0,0,1,"No"
2,201,27,1,7,2,1,2,1,2,2,2,0,11,2,1,2,1,2,2010,1,4,3,5,3,3,0,1,22,2,0,30000,50,52,1,2,22,291,1,8564,1,1,0,2850,30000,30000,37,400,290,25,1,2,4,9,9000,29,0,0,2,1,1,0,1,"No"
1,501,21,1,1,2,0,1,2,2,2,2,0,NA,2,1,2,1,2,2019,1,4,2,5,2,2,0,3,21,1,0,0,NA,NA,2,3,996,999,6,8090,1,1,0,3620,0,0,25,486,NA,NA,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
2,506,56,1,2,2,0,1,2,2,2,2,0,1,2,1,2,1,2,1986,1,4,3,5,3,3,0,1,20,2,0,60000,24,52,1,1,939,999,1,7970,1,1,0,3323,60000,60000,25,501,600,25,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
2,502,77,1,1,2,2,1,1,2,2,2,1000,11,2,5,NA,NA,NA,NA,1,4,3,5,3,3,25000,1,21,1,0,148000,40,52,1,2,931,50,1,7380,6,1,0,1021,148000,174000,33,501,500,25,1,2,4,1,1000,1,0,0,1,0,1,0,1,"No"
1,503,73,1,1,2,0,1,2,2,2,2,0,1,2,1,2,1,2,1992,1,4,3,5,3,3,0,1,21,2,0,50000,30,52,1,1,939,999,1,7480,1,1,0,3300,50000,50000,25,501,500,25,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
3,613,74,1,NA,NA,0,1,2,2,2,2,0,NA,2,5,NA,NA,NA,NA,1,NA,2,5,2,2,0,2,14,2,0,0,NA,NA,2,1,22,999,6,NA,6,1,1,NA,0,0,40,501,NA,NA,1,2,3,1,1000,1,0,0,1,0,1,1,1,"No"
1,1001,66,1,1,2,0,1,2,2,1,2,0,1,2,1,2,1,2,2017,1,4,3,5,3,3,0,1,21,1,0,95000,40,52,1,4,999,999,1,7290,1,1,0,705,95000,95000,25,501,100,44,1,1,2,1,1000,1,0,0,1,0,1,0,1,"No"
4,1102,77,1,1,2,0,1,2,2,2,2,0,NA,2,1,2,1,2,2021,1,4,2,5,2,2,0,1,16,2,0,9000,40,6,2,1,51,999,6,8180,1,1,0,3655,9000,9000,25,501,NA,NA,1,2,1,1,1000,1,0,0,1,0,1,0,1,"No"
2,802,141,4,6,2,0,1,2,2,2,2,30300,10,1,1,2,1,2,2019,3,4,3,5,3,3,0,1,16,2,0,0,40,52,NA,4,999,999,1,170,1,2,0,205,120,30420,207,500,600,25,1,2,2,6,4000,5,1,0,1,0,0,0,4,"No"
1,1201,104,1,NA,2,0,2,2,1,2,2,0,NA,2,2,2,1,2,1967,1,4,2,5,2,2,0,1,17,2,0,0,NA,NA,2,2,50,89,6,NA,3,1,0,NA,0,0,25,13,NA,NA,2,1,3,1,1000,1,0,0,1,0,1,0,1,"No"
3,506,39,1,1,NA,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,19,1,0,19000,24,52,NA,4,999,999,1,5090,6,1,0,4720,19000,19000,25,380,500,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
2,804,85,1,NA,2,0,2,2,1,1,2,0,NA,2,3,2,2,2,2004,1,4,2,5,2,2,0,1,16,1,0,0,NA,NA,2,1,902,999,6,NA,4,1,0,NA,0,10950,25,69,NA,NA,2,1,3,2,3000,2,0,1,1,0,0,0,1,"No"
3,702,177,5,1,2,0,1,2,2,2,2,0,1,1,1,2,1,2,2016,1,4,3,5,3,3,0,1,16,2,0,7000,40,52,1,1,275,999,1,3960,2,2,0,5610,7000,7000,329,173,700,25,1,2,1,8,8000,15,0,0,1,1,0,0,3,"No"
1,602,214,5,6,1,0,2,2,2,1,2,0,NA,1,5,NA,NA,NA,NA,1,4,2,5,2,2,0,1,16,2,0,0,40,4,2,1,360,999,6,9290,6,2,0,4230,2500,2500,362,123,NA,NA,2,1,4,9,9000,29,0,0,2,1,1,0,3,"No"
1,602,74,1,3,2,0,1,2,1,2,2,1500,NA,2,5,NA,NA,NA,NA,1,4,2,5,2,2,71000,1,22,2,0,18000,15,28,2,1,50,999,6,7860,6,1,0,2350,18000,90500,25,501,NA,NA,1,1,3,1,1000,1,0,0,1,0,1,0,1,"No"
3,703,40,1,2,NA,0,1,2,2,2,2,0,1,2,5,NA,NA,NA,NA,1,4,3,5,3,3,0,1,22,2,0,69000,40,52,1,2,50,26,1,7860,6,1,0,2310,69000,69000,33,501,700,25,1,2,3,1,1000,1,0,0,1,0,1,0,1,"No"
2,706,28,1,1,2,0,2,2,1,2,2,0,NA,2,1,2,2,2,2003,1,4,2,5,2,2,7000,1,18,2,22000,0,NA,NA,2,1,51,999,6,3390,1,1,0,565,0,29000,25,411,NA,NA,2,1,1,1,1000,1,0,0,1,0,1,0,1,"No"
1,806,66,1,NA,2,2,1,1,1,1,2,0,NA,2,1,2,1,2,1973,1,4,2,5,2,2,0,1,16,2,24200,0,NA,NA,2,1,50,999,6,NA,1,1,0,NA,0,24200,25,501,NA,NA,1,1,3,1,1000,1,0,0,1,0,1,0,1,"No"
1,703,91,1,2,2,2,1,1,1,2,2,0,1,2,1,2,1,2,1976,1,4,3,5,3,3,0,1,20,2,0,35000,38,52,1,2,22,26,1,8470,1,1,0,2300,35000,35000,36,410,700,25,1,1,2,1,1000,1,0,0,1,0,1,0,1,"No"
2,608,85,1,1,2,0,1,2,2,2,2,10000,11,2,1,1,1,2,2022,1,4,3,5,3,3,0,1,21,1,0,350000,45,52,1,1,50,999,1,8180,1,1,0,300,350000,360000,45,501,600,25,1,2,2,1,1000,1,0,0,1,0,1,0,1,"No"
1,901,64,1,2,2,0,2,2,1,2,2,0,NA,2,3,2,2,2,1980,1,4,2,2,2,2,0,1,24,2,24000,0,NA,NA,2,2,50,22,6,8191,4,1,0,3300,0,109000,24,501,NA,NA,2,1,1,1,1000,1,0,0,1,0,1,0,1,"No"
