"SPORDER","PUMA","PWGTP","CIT","HIMRKS","HINS1","HINS2","HINS3","HINS4","HINS6","INTP","LANX","MAR","MIG","MIL","NWAB","NWAV","NWLA","NWLK","RETP","SCH","SCHL","SEX","SSP","WAGP","ANC","ANC1P","ANC2P","ESR","MSP","NATIVITY","PINCP","POBP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACASN","RACBLK","RACNUM","RACSOR","RACWHT","WAOB","Class"
1,606,-0.621361359174306,5,2,2,1,2,2,2,-0.134550377530303,1,1,1,4,3,5,3,3,-0.27456392637561,1,21,1,-0.451796206396106,-0.606111435888042,1,233,999,1,1,2,4.00136527463746,363,1,2,3,1,1000,1,0,0,1,0,1,3,0
1,706,-0.515783444478914,1,0,1,2,2,2,2,-0.134550377530303,2,1,1,4,2,1,2,1,-0.27456392637561,1,18,1,-0.451796206396106,0.376867785309184,1,50,999,3,1,1,0.160008033549207,36,1,2,4,1,1000,1,0,0,1,0,1,1,0
2,802,0.421220548442688,1,0,1,2,2,2,2,-0.134550377530303,2,1,3,4,3,5,3,3,-0.27456392637561,1,21,2,-0.451796206396106,0.376867785309184,4,999,999,1,1,1,0.160008033549207,8,1,2,1,1,1000,1,0,0,1,0,1,1,0
2,705,-0.304627615088131,4,0,1,2,2,2,2,-0.134550377530303,1,1,1,4,3,5,3,3,-0.27456392637561,1,7,2,-0.451796206396106,-0.556962474828181,4,999,999,1,1,2,-0.623942423815743,312,1,2,4,8,8000,15,0,0,1,1,0,3,0
1,501,-0.515783444478914,1,0,1,2,2,2,2,-0.134550377530303,2,1,1,4,3,5,3,3,-0.27456392637561,1,16,1,-0.451796206396106,0.487452947693872,2,50,22,1,1,1,0.260801663781843,25,1,2,3,1,1000,1,0,0,1,0,1,1,0
1,100,-0.344219333098903,1,1,2,1,2,1,2,-0.0633925730826872,2,3,1,4,3,5,3,3,-0.27456392637561,1,20,1,-0.451796206396106,-0.114621825289429,1,87,999,1,4,1,0.0256165265723581,36,1,1,3,1,1000,1,0,0,1,0,1,1,0
1,1001,0.276050915736524,1,0,1,2,2,2,2,-0.134550377530303,2,5,3,4,3,5,3,3,-0.27456392637561,1,16,2,-0.451796206396106,-0.0777601044945331,4,999,999,1,6,1,-0.25436577962941,44,1,2,4,1,1000,1,0,0,1,0,1,1,1
2,906,-0.370613811772751,1,0,1,2,2,2,2,-0.134550377530303,2,1,1,4,3,5,3,3,-0.27456392637561,1,24,1,-0.451796206396106,0.475165707428907,2,84,26,1,1,1,0.249602371533772,44,1,2,4,1,1000,1,0,0,1,0,1,1,0
6,610,2.17645338025358,4,0,1,2,2,2,2,-0.134550377530303,1,1,1,4,3,5,3,3,-0.27456392637561,1,16,1,-0.451796206396106,-0.188345266879221,4,999,999,1,2,2,-0.355159409862046,312,1,2,2,8,8000,15,0,0,1,1,0,3,0
1,506,-0.0142883496758035,1,2,2,1,1,2,2,-0.134550377530303,2,1,1,4,3,5,3,3,0.192507610795076,1,20,2,1.7091483727472,-0.606111435888042,1,50,999,6,1,1,-0.433554455598541,25,1,1,2,1,1000,1,0,0,1,0,1,1,0
1,904,-0.133063503708119,1,0,1,2,2,2,2,-0.134550377530303,2,1,1,4,3,5,3,3,-0.27456392637561,1,21,2,-0.451796206396106,0.622612590608491,2,142,50,1,1,1,0.383993878510621,25,1,2,2,1,1000,1,0,0,1,0,1,1,0
1,603,-0.00109111033887948,1,0,1,2,2,2,2,-0.134550377530303,2,1,1,4,3,5,3,3,-0.27456392637561,1,22,2,-0.451796206396106,1.05266599988228,2,50,51,1,1,1,0.775969107193096,25,1,2,2,1,1000,1,0,0,1,0,1,1,0
1,1201,-0.146260743045043,1,0,1,2,1,2,2,0.527217203832523,2,1,1,4,3,5,3,2,-0.170770251448791,1,16,1,3.34622759937092,-0.606111435888042,1,50,999,6,1,1,-0.119974272652561,11,1,1,2,1,1000,1,0,0,1,0,1,1,0
1,611,-0.819319949228166,5,2,2,1,2,2,2,-0.134550377530303,1,5,1,4,3,5,3,3,-0.27456392637561,3,19,2,-0.451796206396106,-0.526244374165768,1,170,999,1,6,2,-0.663139946683991,161,1,2,2,1,1000,1,0,0,1,0,1,4,0
1,100,-0.70054479519585,1,2,1,1,1,2,2,-0.0633925730826872,2,1,1,4,2,5,2,2,-0.27456392637561,1,19,1,1.5781820346173,-0.606111435888042,1,50,999,6,1,1,-0.505229925986194,25,1,1,4,1,1000,1,0,0,1,0,1,1,0
1,906,0.0516978470088164,1,0,1,2,2,2,2,-0.116760926418399,2,1,1,4,3,5,3,3,-0.27456392637561,1,21,1,-0.451796206396106,1.00351703882242,2,32,50,1,1,1,0.736771584324848,34,1,2,1,1,1000,1,0,0,1,0,1,1,0
1,607,-0.397008290446599,4,0,1,2,2,2,2,0.256817546931583,1,1,1,4,3,5,3,3,-0.27456392637561,1,22,1,-0.451796206396106,1.72846421445537,1,706,999,1,1,2,1.51512239556576,240,1,2,1,6,4005,10,1,0,1,0,0,4,0
1,611,-0.344219333098903,1,0,1,2,2,2,2,-0.134550377530303,2,5,1,4,3,5,3,3,-0.27456392637561,3,23,2,-0.451796206396106,0.0205378176251896,1,195,995,1,6,1,-0.164771441644844,25,1,2,3,1,1000,1,0,0,1,0,1,1,0
2,403,0.117684043693436,1,2,1,1,2,2,2,-0.134550377530303,1,1,1,4,3,5,3,3,-0.27456392637561,1,21,2,-0.451796206396106,-0.0531856239646024,1,84,999,1,1,1,-0.231967195133268,25,1,2,4,1,1000,1,0,0,1,0,1,1,0
3,604,1.582577610092,5,1,2,1,2,2,2,-0.134550377530303,1,5,1,2,3,5,3,3,-0.27456392637561,3,16,1,-0.451796206396106,-0.606111435888042,4,999,999,1,6,2,-0.399956578854329,362,1,2,3,1,1000,1,0,0,1,0,1,3,0
1,904,-0.476191726468142,1,0,2,2,2,1,2,-0.134550377530303,2,1,1,4,2,5,2,2,-0.27456392637561,1,22,1,-0.451796206396106,-0.606111435888042,2,51,142,6,1,1,-0.73593534629645,25,2,1,3,1,1000,1,0,0,1,0,1,1,1
2,1201,-0.476191726468142,1,2,2,1,1,2,2,-0.132771432419113,1,1,3,2,2,5,2,2,3.22847260240454,1,21,1,-0.299002145244559,-0.606111435888042,1,431,999,6,1,1,0.221044176301192,25,1,1,3,1,1000,1,0,0,1,0,1,1,0
1,1301,0.315642633747296,1,0,1,2,1,2,2,-0.134194588508065,2,1,1,4,3,5,3,3,-0.27456392637561,1,19,1,3.36805532239257,0.622612590608491,1,50,999,1,1,1,0.776081100115577,36,1,1,2,1,1000,1,0,0,1,0,1,1,0
1,611,-0.146260743045043,1,2,2,1,1,1,2,-0.134550377530303,2,5,1,4,3,5,3,3,-0.27456392637561,3,22,2,1.09797212814101,-0.606111435888042,4,999,999,6,6,1,-0.576905396373846,25,1,1,1,1,1000,1,0,0,1,0,1,1,0
1,1102,2.73073743240438,4,0,1,2,2,2,2,-0.134550377530303,1,1,1,4,3,5,3,3,-0.27456392637561,2,19,1,-0.451796206396106,2.77287963697742,1,566,999,1,1,2,2.343870021923,447,1,2,4,2,3000,2,0,1,1,0,0,6,0
3,503,-0.383811051109675,1,0,1,2,2,2,2,-0.134550377530303,2,5,1,4,3,5,3,3,-0.27456392637561,2,21,1,-0.451796206396106,-0.517643305980292,1,939,999,6,6,1,-0.655300442110341,25,1,2,3,1,1000,1,0,0,1,0,1,1,0
2,1004,0.355234351758068,1,0,1,2,2,2,2,-0.134550377530303,2,1,1,2,3,5,3,3,-0.27456392637561,1,20,1,-0.451796206396106,1.12638944147207,4,999,999,1,1,1,0.84316486068152,25,1,2,4,1,1000,1,0,0,1,0,1,1,0
2,1104,-0.50258620514199,1,0,2,2,2,1,2,-0.134550377530303,2,5,1,4,3,5,3,2,-0.27456392637561,3,19,2,-0.451796206396106,-0.378797490986184,1,50,999,1,6,1,-0.528748439707142,25,2,1,3,1,1000,1,0,0,1,0,1,1,0
1,612,-0.528980683815838,1,2,2,1,1,2,2,-0.134550377530303,2,5,1,4,3,5,3,3,-0.27456392637561,1,16,1,1.6218374806606,-0.606111435888042,1,11,999,6,6,1,-0.523148793583107,25,1,1,1,1,1000,1,0,0,1,0,1,1,1
1,801,-0.172655221718891,1,0,1,2,2,2,2,-0.134550377530303,2,5,3,4,2,5,2,2,-0.27456392637561,3,19,2,-0.451796206396106,-0.606111435888042,2,50,32,6,6,1,-0.73593534629645,39,1,2,2,1,1000,1,0,0,1,0,1,1,0
5,1004,-0.885306145912786,1,0,1,2,2,2,2,-0.134550377530303,1,5,1,4,3,5,2,2,-0.27456392637561,2,13,1,-0.451796206396106,-0.606111435888042,3,996,999,6,6,1,-0.73593534629645,8,1,2,2,6,4014,9,1,0,1,0,0,1,0
2,1101,1.95210031152587,5,0,2,2,1,2,2,0.932816689183932,1,2,1,4,3,5,3,3,4.26640935167273,1,21,2,-0.451796206396106,-0.606111435888042,4,999,999,6,3,2,0.383993878510621,407,2,1,3,2,3000,2,0,1,1,0,0,6,0
2,502,-0.555375162489686,1,0,1,2,1,2,1,-0.125655651974351,2,1,1,2,2,5,2,2,-0.112386309302455,1,17,1,1.26168005080339,-0.606111435888042,2,26,51,6,1,1,-0.506909819823404,25,1,1,1,1,1000,1,0,0,1,0,1,1,0
1,901,0.223261958388828,1,2,2,1,1,2,2,-0.134550377530303,2,5,1,4,2,3,2,2,-0.27456392637561,1,21,2,2.71322363174308,-0.606111435888042,1,50,999,6,6,1,-0.4111558711024,25,1,1,3,1,1000,1,0,0,1,0,1,1,0
2,1102,-0.383811051109675,1,0,1,2,2,2,2,-0.134550377530303,2,1,1,4,3,5,3,3,-0.27456392637561,1,18,1,-0.451796206396106,0.00825057736022427,2,50,22,1,1,1,-0.175970733892915,25,1,2,1,1,1000,1,0,0,1,0,1,1,0
1,706,1.49019693473353,1,0,1,2,2,2,2,-0.134550377530303,2,5,3,4,3,5,3,3,-0.27456392637561,1,21,2,-0.451796206396106,0.315431583984358,2,50,32,1,6,1,0.104011572308853,25,1,2,2,1,1000,1,0,0,1,0,1,1,0
1,1003,-0.436600008457371,1,0,1,2,2,2,2,-0.134550377530303,2,1,1,4,2,5,2,2,3.61769888338011,1,19,2,-0.451796206396106,-0.606111435888042,2,84,26,6,1,1,-0.0639778114122076,6,1,2,2,1,1000,1,0,0,1,0,1,1,0
2,503,-0.50258620514199,5,0,1,2,2,2,2,-0.134550377530303,1,1,3,4,3,5,3,3,-0.27456392637561,1,22,2,-0.451796206396106,0.253995382659531,1,615,999,1,1,2,0.0480151110684995,210,1,2,3,6,4015,4,1,0,1,0,0,4,0
1,705,-1.01727853928203,1,0,2,2,2,1,2,-0.134550377530303,2,5,1,4,2,5,2,2,-0.27456392637561,1,15,2,-0.451796206396106,-0.606111435888042,4,999,999,6,6,1,-0.668739592808026,25,2,1,3,2,3000,2,0,1,1,0,0,1,0
1,1201,-0.50258620514199,1,2,2,1,1,2,2,-0.134550377530303,2,1,1,4,3,5,2,2,-0.0150797390585622,1,22,1,3.14977809217607,-0.606111435888042,2,32,50,6,1,1,-0.321561533117834,34,1,1,2,1,1000,1,0,0,1,0,1,1,1
5,804,-0.70054479519585,2,0,1,2,2,2,2,-0.134550377530303,2,5,3,4,3,5,3,3,-0.27456392637561,2,14,1,-0.451796206396106,-0.606111435888042,4,999,999,6,6,1,-0.691138177304167,78,1,2,3,2,3000,2,0,1,1,0,0,2,0
2,906,-0.76653099188047,1,0,1,2,2,2,2,-0.134550377530303,2,5,1,4,3,5,3,3,-0.27456392637561,1,17,1,-0.451796206396106,-0.114621825289429,2,291,32,1,6,1,-0.287963656373622,25,1,2,3,9,9000,29,0,0,2,1,1,1,0
1,502,-0.265035897077359,1,0,2,2,2,1,2,-0.134550377530303,2,5,3,4,3,5,3,3,-0.27456392637561,1,10,1,-0.451796206396106,-0.606111435888042,4,999,999,6,6,1,-0.73593534629645,36,2,1,3,1,1000,1,0,0,1,0,1,1,0
1,1201,0.183670240378056,1,2,1,1,2,2,2,-0.134550377530303,2,1,1,4,2,1,2,1,-0.27456392637561,1,21,1,-0.451796206396106,0.327718824249323,1,50,999,3,1,1,0.115210864556924,25,1,2,3,1,1000,1,0,0,1,0,1,1,0
4,806,-0.528980683815838,4,0,2,2,2,2,2,-0.134550377530303,1,5,1,4,2,1,2,2,-0.27456392637561,3,16,1,-0.451796206396106,-0.571707163146139,1,522,999,1,6,2,-0.704577328001852,416,2,2,4,2,3000,2,0,1,1,0,0,6,0
3,904,-0.146260743045043,1,0,1,2,2,2,2,-0.134550377530303,2,5,1,4,3,5,3,3,-0.27456392637561,1,16,1,-0.451796206396106,-0.114621825289429,1,939,999,1,6,1,-0.287963656373622,25,1,2,1,1,1000,1,0,0,1,0,1,1,0
2,1201,-0.410205529783523,1,0,1,2,2,2,2,-0.134550377530303,2,1,1,4,3,5,3,3,-0.27456392637561,1,21,2,-0.451796206396106,0.499740187958838,1,51,999,1,1,1,0.272000956029914,25,1,2,2,1,1000,1,0,0,1,0,1,1,0
1,301,-0.56857240182661,1,0,1,2,2,2,2,-0.134550377530303,2,5,3,4,3,5,3,3,-0.27456392637561,3,18,2,-0.451796206396106,-0.522558202086278,2,32,142,1,6,1,-0.656980335947552,6,1,2,3,1,1000,1,0,0,1,0,1,1,0
1,506,-0.449797247794295,1,0,1,2,2,2,2,-0.134550377530303,2,1,3,4,2,5,2,2,-0.27456392637561,1,20,1,-0.451796206396106,0.561176389283664,4,999,999,1,1,1,0.327997417270267,25,1,2,4,1,1000,1,0,0,1,0,1,1,0
1,903,0.223261958388828,1,0,1,2,2,2,2,-0.134550377530303,2,1,1,4,3,5,3,3,-0.27456392637561,1,22,2,-0.451796206396106,0.315431583984358,1,935,999,1,1,1,0.104011572308853,23,1,2,3,1,1000,1,0,0,1,0,1,1,0
2,704,1.18666042998428,4,0,1,2,2,2,2,-0.134550377530303,1,1,1,4,3,1,3,2,-0.27456392637561,1,16,1,-0.451796206396106,-0.114621825289429,4,999,999,1,1,2,-0.287963656373622,206,1,2,2,6,4007,10,1,0,1,0,0,4,0
1,606,-0.00109111033887948,1,0,1,2,2,2,2,0.00776523136492843,2,5,1,4,3,5,3,3,-0.27456392637561,1,20,1,-0.451796206396106,0.376867785309184,2,50,935,1,6,1,0.204805202541489,25,1,2,2,1,1000,1,0,0,1,0,1,1,0
2,1301,1.05468803661504,1,0,1,2,2,2,2,-0.134550377530303,2,1,1,4,2,5,2,2,-0.27456392637561,1,22,1,-0.451796206396106,1.1141022012071,1,939,999,6,1,1,0.831965568433449,25,1,2,3,1,1000,1,0,0,1,0,1,1,0
2,704,-0.146260743045043,1,0,1,2,2,2,2,-0.134550377530303,2,1,1,4,3,5,3,3,-0.27456392637561,1,19,2,-0.451796206396106,-0.298930429263909,1,50,999,1,1,1,-0.455953040094683,25,1,2,4,1,1000,1,0,0,1,0,1,1,0
1,606,-0.0142883496758035,1,0,1,2,1,2,2,-0.0989714753064951,2,3,1,4,2,5,2,2,1.67156747850225,1,22,2,-0.451796206396106,-0.563106094960664,2,50,84,6,4,1,-0.349559763738011,9,1,1,4,1,1000,1,0,0,1,0,1,1,0
1,301,0.183670240378056,1,2,2,1,2,2,2,-0.134550377530303,2,1,1,4,3,5,3,3,-0.27456392637561,1,22,2,-0.451796206396106,-0.606111435888042,2,32,998,1,1,1,-0.486191129164473,36,1,2,1,1,1000,1,0,0,1,0,1,1,0
1,504,-0.647755837848154,1,0,2,2,1,1,2,-0.134550377530303,2,5,1,4,3,5,3,3,-0.27456392637561,1,12,1,-0.451796206396106,-0.360366630588736,4,999,999,1,6,1,-0.511949501335036,6,2,1,2,8,8000,15,0,0,1,1,0,1,0
4,1004,0.46081226645346,1,0,1,2,2,2,2,-0.134550377530303,2,5,1,4,3,5,3,3,-0.27456392637561,2,19,1,-0.451796206396106,-0.188345266879221,2,84,50,1,6,1,-0.355159409862046,25,1,2,1,1,1000,1,0,0,1,0,1,1,0
3,608,-0.212246939729663,1,0,2,2,2,2,2,-0.134550377530303,2,5,1,4,2,5,2,2,-0.27456392637561,1,16,1,-0.451796206396106,-0.606111435888042,2,50,22,6,6,1,-0.73593534629645,25,2,2,2,1,1000,1,0,0,1,0,1,1,0
1,802,-0.740136513206622,1,0,1,2,2,2,2,-0.134550377530303,2,4,1,4,3,5,3,3,-0.27456392637561,1,21,2,-0.451796206396106,-0.606111435888042,2,50,26,1,5,1,-0.0639778114122076,33,1,2,4,1,1000,1,0,0,1,0,1,1,0
1,506,-0.56857240182661,1,0,1,2,2,2,2,-0.134550377530303,2,1,1,4,1,2,2,2,-0.0475152624731932,1,16,1,-0.451796206396106,-0.133052685686877,2,935,920,2,1,1,-0.26556507187748,25,1,2,4,9,9000,17,0,0,2,0,1,1,0
2,602,1.29223834467967,1,0,1,2,2,2,2,-0.134550377530303,2,1,3,4,3,5,3,3,-0.27456392637561,1,19,1,-0.451796206396106,0.499740187958838,2,22,94,1,1,1,0.272000956029914,25,1,2,3,1,1000,1,0,0,1,0,1,1,0
4,1104,0.249656437062676,1,0,1,2,2,2,2,-0.134550377530303,2,1,3,4,3,5,3,3,-0.27456392637561,1,21,2,-0.451796206396106,0.0696867786850509,1,51,999,1,2,1,-0.119974272652561,25,1,2,1,1,1000,1,0,0,1,0,1,1,0
2,505,0.0516978470088164,1,0,1,2,2,2,2,-0.134550377530303,1,5,3,4,3,5,3,3,-0.27456392637561,1,20,1,-0.451796206396106,-0.114621825289429,1,82,999,1,6,1,-0.287963656373622,25,1,2,1,1,1000,1,0,0,1,0,1,1,0
1,401,0.0516978470088164,1,0,1,2,2,2,2,-0.134550377530303,2,1,1,4,3,5,3,3,-0.27456392637561,1,22,2,-0.451796206396106,0.0451122981551203,2,50,26,1,1,1,-0.142372857148703,25,1,2,4,1,1000,1,0,0,1,0,1,1,0
4,1101,0.539995702475003,4,0,2,2,2,1,2,-0.134550377530303,1,1,1,4,3,5,3,3,-0.27456392637561,1,15,2,-0.451796206396106,0.438303986634011,4,999,999,1,2,2,0.21600449478956,332,2,1,4,2,3000,2,0,1,1,0,0,3,0
2,1002,0.249656437062676,1,0,2,2,1,2,2,-0.134550377530303,2,1,1,2,3,5,3,3,-0.27456392637561,1,16,1,1.77463154181215,-0.606111435888042,2,22,32,1,1,1,-0.151332290947159,25,2,1,2,1,1000,1,0,0,1,0,1,1,0
2,805,-0.555375162489686,1,0,1,2,2,2,2,-0.134550377530303,2,1,1,4,3,5,3,3,-0.27456392637561,1,22,2,-0.451796206396106,0.364580545044219,2,88,77,1,1,1,0.148808741301136,36,1,2,4,1,1000,1,0,0,1,0,1,1,0
1,612,-0.581769641163534,4,0,1,2,2,2,2,-0.134550377530303,1,1,1,4,3,5,3,3,-0.27456392637561,1,23,2,-0.451796206396106,1.48271940915606,1,706,999,1,1,2,1.16794433587557,207,1,2,2,6,4000,5,1,0,1,0,0,4,0
1,806,-0.449797247794295,1,0,1,2,2,2,2,-0.134550377530303,2,1,1,4,3,5,3,3,-0.27456392637561,1,23,2,-0.451796206396106,1.32298528571151,1,51,999,1,1,1,1.02235353665065,34,1,2,3,1,1000,1,0,0,1,0,1,1,0
4,905,-0.581769641163534,1,0,2,2,1,1,2,-0.134550377530303,1,3,1,4,2,5,2,2,-0.27456392637561,1,1,2,-0.451796206396106,-0.606111435888042,1,902,999,6,4,1,-0.73593534629645,25,2,1,4,2,3000,2,0,1,1,0,0,1,1
1,806,-0.792925470554318,1,0,2,2,2,1,2,-0.134550377530303,1,1,1,4,3,5,3,3,-0.27456392637561,1,18,2,-0.451796206396106,-0.0531856239646024,4,999,999,1,1,1,-0.231967195133268,25,2,1,1,8,8000,15,0,0,1,1,0,1,0
2,703,0.19686747971498,1,0,1,2,2,2,2,-0.134550377530303,2,1,1,2,3,5,3,3,2.32027794679487,1,18,1,-0.451796206396106,0.131122980009878,1,84,999,1,1,1,0.663976184712389,25,1,2,2,1,1000,1,0,0,1,0,1,1,0
3,804,-0.199049700392739,1,0,2,2,2,1,2,-0.134550377530303,1,5,1,4,2,5,2,2,-0.27456392637561,2,13,1,-0.451796206396106,-0.606111435888042,1,510,999,6,6,1,-0.73593534629645,25,2,1,2,8,8000,15,0,0,1,1,0,1,0
1,100,1.09427975462581,4,0,2,2,1,2,2,-0.134550377530303,2,2,1,4,2,5,2,2,-0.27456392637561,1,19,2,1.6218374806606,-0.606111435888042,1,785,999,6,3,2,-0.505229925986194,138,2,1,3,1,1000,1,0,0,1,0,1,5,0
1,611,2.09726994423203,1,0,1,2,2,2,2,-0.134550377530303,2,5,1,4,3,5,3,3,-0.27456392637561,1,21,1,-0.451796206396106,0.253995382659531,2,22,32,1,6,1,0.0480151110684995,25,1,2,1,1,1000,1,0,0,1,0,1,1,0
2,1301,1.10747699396273,5,0,1,2,2,2,2,-0.134550377530303,1,1,1,4,3,5,3,3,-0.27456392637561,1,24,1,-0.451796206396106,0.499740187958838,1,21,999,1,1,2,0.272000956029914,126,1,2,4,1,1000,1,0,0,1,0,1,5,0
1,1002,-0.225444179066587,1,0,1,2,2,2,2,-0.134550377530303,2,5,1,4,2,5,2,2,-0.27456392637561,2,18,2,-0.451796206396106,-0.593824195623077,2,51,32,1,6,1,-0.72473605404838,25,1,2,3,1,1000,1,0,0,1,0,1,1,0
3,604,-0.423402769120447,1,0,1,2,2,2,2,-0.134550377530303,2,5,1,4,2,5,2,2,-0.27456392637561,2,13,1,-0.451796206396106,-0.556962474828181,2,88,51,6,6,1,-0.691138177304167,25,1,2,3,1,1000,1,0,0,1,0,1,1,0
1,703,-0.449797247794295,1,0,2,2,1,2,1,-0.134550377530303,2,1,1,2,2,5,2,2,3.94205411752642,1,22,1,3.36805532239257,0.622612590608491,1,142,999,6,1,1,1.52632168781383,9,1,1,2,1,1000,1,0,0,1,0,1,1,0
1,612,-0.858911667238938,1,2,2,1,1,2,2,1.28860571142201,2,5,1,4,3,5,3,3,0.704988880746245,1,21,2,0.617762221664723,-0.606111435888042,2,32,998,1,6,1,0.0188969512235156,9,1,1,2,1,1000,1,0,0,1,0,1,1,0
2,906,-0.515783444478914,1,2,2,1,1,2,1,2.42713058258386,2,1,1,2,2,5,2,2,-0.27456392637561,1,21,1,3.75004047527144,-0.606111435888042,1,924,999,6,1,1,0.501586447115363,19,1,1,4,1,1000,1,0,0,1,0,1,1,0
1,801,0.2628536763996,1,0,1,2,2,1,2,-0.134550377530303,2,5,1,4,3,5,3,3,-0.27456392637561,1,20,2,-0.451796206396106,0.303144343719392,2,919,308,1,6,1,0.0928122800607823,25,1,1,2,2,3000,2,0,1,1,0,0,1,0
1,806,2.78352638975208,1,0,2,2,2,2,2,-0.134550377530303,2,5,1,4,3,5,3,3,-0.27456392637561,1,16,1,-0.451796206396106,1.7899004157802,1,32,999,1,6,1,1.44792664207734,25,2,2,4,1,1000,1,0,0,1,0,1,1,0
2,610,-0.185852461055815,1,0,2,2,2,2,2,-0.134550377530303,2,1,1,4,3,5,3,3,-0.27456392637561,1,19,2,-0.451796206396106,-0.606111435888042,4,999,999,6,1,1,-0.73593534629645,12,2,2,2,1,1000,1,0,0,1,0,1,1,0
1,606,-0.528980683815838,2,0,1,2,2,2,2,-0.134550377530303,1,1,1,4,3,5,3,3,-0.27456392637561,1,20,1,-0.451796206396106,0.745484993258144,1,91,999,1,1,1,0.495986800991328,72,1,2,2,9,9000,29,0,0,2,1,1,2,0
1,902,-1.0568702572928,1,2,1,1,2,2,2,-0.134550377530303,2,5,1,4,2,1,2,2,-0.27456392637561,3,19,1,-0.451796206396106,-0.579079507305119,1,939,999,1,6,1,-0.711296903350695,25,1,2,2,1,1000,1,0,0,1,0,1,1,0
1,703,0.0385006076718924,1,0,2,2,2,1,2,-0.134550377530303,2,1,1,4,3,5,3,3,-0.27456392637561,1,21,2,-0.451796206396106,0.155697460539808,2,51,46,1,1,1,-0.0415792269160662,13,2,1,1,1,1000,1,0,0,1,0,1,1,0
1,902,0.0385006076718924,1,0,1,2,2,2,2,-0.134550377530303,2,3,1,4,3,5,3,3,-0.27456392637561,1,21,2,-0.451796206396106,0.106548499479947,2,50,32,1,4,1,-0.0863763959083491,17,1,2,2,1,1000,1,0,0,1,0,1,1,0
1,1102,-0.106669025034271,4,0,1,2,1,1,2,-0.134550377530303,1,1,1,4,3,5,3,3,-0.27456392637561,1,20,1,-0.451796206396106,-0.606111435888042,1,234,999,3,1,2,-0.576905396373846,364,1,1,2,9,9000,29,0,0,2,1,1,3,0
1,905,-0.740136513206622,4,0,1,2,2,2,2,-0.134550377530303,1,1,1,4,3,5,3,3,-0.27456392637561,1,21,2,-0.451796206396106,1.1141022012071,1,720,999,1,1,2,0.831965568433449,233,1,2,2,6,4008,6,1,0,1,0,0,4,0
2,701,-0.383811051109675,4,0,2,2,2,1,2,-0.134550377530303,1,3,1,4,3,5,3,3,-0.27456392637561,1,20,1,-0.451796206396106,0.376867785309184,4,999,999,1,4,2,0.160008033549207,301,2,1,2,1,1000,1,0,0,1,0,1,7,0
1,706,0.157275761704208,1,2,1,1,2,2,2,-0.134550377530303,2,1,1,4,2,1,2,1,-0.27456392637561,1,21,2,-0.451796206396106,-0.593824195623077,2,22,935,3,1,1,-0.72473605404838,25,1,2,3,1,1000,1,0,0,1,0,1,1,0
2,1101,-0.845714427902014,4,2,2,1,2,2,2,-0.134550377530303,1,1,1,4,3,5,3,3,-0.27456392637561,1,1,1,-0.451796206396106,-0.311217669528874,1,510,999,1,1,2,-0.467152332342753,408,1,2,1,9,9000,38,0,1,2,1,0,6,0
1,703,4.3935895888568,1,0,2,2,2,1,2,-0.134550377530303,2,3,3,4,1,5,2,3,-0.27456392637561,1,21,1,-0.451796206396106,-0.53238799429825,1,51,999,2,4,1,-0.630661999164586,25,2,1,2,1,1000,1,0,0,1,0,1,1,0
2,201,-0.964489581934329,1,0,1,2,2,2,1,-0.134550377530303,2,1,1,2,3,5,3,3,-0.27456392637561,1,17,1,-0.451796206396106,0.0696867786850509,1,935,999,1,1,1,0.104011572308853,25,1,1,4,1,1000,1,0,0,1,0,1,1,1
1,601,-0.555375162489686,1,0,1,2,2,2,2,-0.134550377530303,2,3,1,4,3,5,3,3,-0.27456392637561,1,19,2,-0.451796206396106,0.352293304779254,1,88,999,1,4,1,0.137609449053065,25,1,2,3,1,1000,1,0,0,1,0,1,1,0
1,201,-0.964489581934329,1,0,2,2,1,2,2,12.7805911297119,2,5,1,4,3,2,3,1,-0.27456392637561,1,18,2,4.51401078102917,-0.606111435888042,1,50,999,3,6,1,3.83897553704044,25,2,1,2,1,1000,1,0,0,1,0,1,1,0
1,401,-0.357416572435827,1,0,1,2,2,2,2,-0.134550377530303,2,5,1,4,3,5,3,3,-0.27456392637561,2,19,1,-0.451796206396106,-0.606111435888042,1,939,999,6,6,1,-0.73593534629645,25,1,2,4,1,1000,1,0,0,1,0,1,1,0
2,1201,-0.212246939729663,1,0,1,2,2,2,2,-0.134550377530303,2,5,1,4,3,5,3,3,-0.27456392637561,1,19,1,-0.451796206396106,-0.0531856239646024,2,50,22,1,6,1,-0.231967195133268,25,1,2,1,1,1000,1,0,0,1,0,1,1,0
1,611,0.249656437062676,1,2,1,1,1,2,2,-0.0811820241945912,2,5,1,4,2,5,2,2,1.74941273469736,1,22,2,3.25891670728432,-0.544675234563216,1,22,999,6,6,1,0.0670539078902197,17,1,1,1,1,1000,1,0,0,1,0,1,1,0
1,611,-0.792925470554318,1,2,1,1,1,2,2,3.13870862706002,2,2,1,4,2,5,2,2,0.173046296746297,1,21,2,0.868781036413694,-0.606111435888042,2,32,22,6,3,1,0.507186093239399,36,1,1,4,1,1000,1,0,0,1,0,1,1,0
